序号,核心词汇,简要解释
1209,hatred,憎恨；怨恨；敌意
1210,indirect,间接的；迂回的；非直截了当的
1211,ambivalent,矛盾的；好恶相克的
1212,rainfall,降雨；降雨量
1213,disagreement,不一致；争论；意见不同
1214,sweat,使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待；汗；水珠；焦急；苦差使
1215,America,美洲（包括北美和南美洲）；美国
1216,modify,修改，修饰；更改
1217,exact,准确的，精密的；精确的；要求；强求；急需
1218,snail,蜗牛；迟钝的人；缓慢移动
1219,adjoin,毗连，邻接
1220,terrify,恐吓；使恐怖；使害怕
1221,hydrogen,[化学] 氢
1222,veal,小牛（等于vealer）；小牛肉
1223,meanwhile,同时，其间；其间，其时
1224,producer,制作人，制片人；生产者；发生器
1225,hurdle,障碍；栏；跳栏；克服
1226,skill,技能，技巧；本领，技术
1227,heterogeneous,[化学] 多相的；异种的；[化学] 不均匀的；由不同成分形成的
1228,Jupiter,[天] 木星；朱庇特（罗马神话中的宙斯神）
1229,gag,塞住…的口；钳制…的言论；使窒息；塞口物；讨论终结；箝制言论
1230,cable,缆绳；电缆；海底电报；打电报
1231,dragon,龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
1232,malt,麦芽；麦芽酒；麦芽的；含麦芽的，用麦芽作的；用麦芽处理
1233,ventilation,通风设备；空气流通
1234,symmetry,对称（性）；整齐，匀称
1235,sandwich,夹入；挤进；把做成三明治；三明治；夹心面包
1236,fogy,顽固守旧者；赶不上时代的人（等于fogey）
1237,phosphorus,磷
1238,unrest,不安；动荡的局面；不安的状态
1239,some,一些；某个；大约；相当多的；一些；若干；其中的一部分；（数量不确切时用）有些人；非常；相当；<美>稍微
1240,boycott,联合抵制；拒绝参加；联合抵制
1241,ruling,统治的；主要的；支配的；流行的，普遍的；统治，支配；裁定
1242,alarm,闹钟；警报，警告器；惊慌；警告；使惊恐
1243,chloroplast,[植] 叶绿体
1244,whiten,漂白；刷白；(Whiten)人名；(英)怀滕
1245,bold,大胆的，英勇的；黑体的；厚颜无耻的；险峻的；(Bold)人名；(英、德、罗、捷、瑞典)博尔德
1246,buy,购买；获得；贿赂；购买，买卖；所购的物品
1247,festivity,欢庆，欢宴；庆典；欢乐
1248,sulphur,硫磺；硫磺色；使硫化；用硫磺处理
1249,sprinkle,撒，洒；少量；洒；微雨；散置
1250,newspaper,报纸
1251,emulate,仿真；模仿；尽力赶上；同…竞争；仿真；仿效
1252,revoke,撤回，取消；废除；有牌不跟
1253,remember,记得；牢记；纪念；代…问好
1254,unethical,不道德的；缺乏职业道德的
1255,microwave,微波
1256,ox,牛；公牛
1257,note,笔记；音符；票据；注解；纸币；便笺；照会；调子；注意；记录；注解
1258,blackboard,黑板
1259,rickety,摇晃的；虚弱的；患佝偻病的
1260,scaremonger,散布谣言的人
1261,lunar,月亮的，月球的；阴历的；银的；微亮的；(Lunar)人名；(西)卢纳尔
1262,law,法律；规律；法治；法学；诉讼；司法界；起诉；控告；控告；对…起诉
1263,kindness,仁慈；好意；友好的行为
1264,pulp,纸浆；果肉；黏浆状物质；使…化成纸浆；除去…的果肉
1265,height,高地；高度；身高；顶点
1266,disclosure,[审计] 披露；揭发；被揭发出来的事情
1267,onwards,向前；在前面
1268,inhabitable,适于居住的；可居住的，可栖居的
1269,hairdo,发型；发式
1270,impetuous,冲动的；鲁莽的；猛烈的
1271,stapler,[轻] 订书机；主要商品批发商；把羊毛分级的人
1272,ticket,票；入场券，标签；（美）候选人名单；证明书；交通罚款单；加标签于；指派；对…开出交通违规罚单
1273,tamper,篡改；干预；损害；削弱；玩弄；贿赂；填塞者；捣棒
1274,slope,斜坡；倾斜；斜率；扛枪姿势；倾斜；逃走
1275,skid,打滑；[车辆] 刹车；滑轨，滑动垫木；刹住，使减速；滚滑
1276,trumpet,喇叭；喇叭声；吹喇叭；吹嘘
1277,making,发展；制造；形成；制作（make的现在分词）
1278,daft,癫狂的；愚笨的；狂闹的；(Daft)人名；(英)达夫特
1279,maim,使残废；(Maim)人名；(意、罗)马伊姆
1280,stray,流浪；迷路；偏离；迷路的；离群的；偶遇的；走失的家畜；流浪者
1281,an,一（在元音音素前）
1282,beak,[鸟] 鸟嘴；鹰钩鼻子；地方执法官；男教师
1283,hurt,使受伤；损害；使疼痛；使痛心；痛苦；危害；痛苦的原因；受伤的；痛苦的；受损的
1284,arrival,到来；到达；到达者
1285,perceptible,可察觉的；可感知的；看得见的
1286,rent,租金；出租；租用；租借
1287,blame,责备；归咎于；责备；责任；过失
1288,dishonest,不诚实的；欺诈的
1289,anniversary,周年纪念日
1290,trump,王牌；法宝；喇叭；胜过；打出王牌赢
1291,freeway,高速公路
1292,glimmer,微光；闪光；少许；闪烁；发微光
1293,muscle,肌肉；力量；加强；使劲搬动；使劲挤出
1294,raft,筏；救生艇；（美）大量；筏运；制成筏
1295,chess,国际象棋，西洋棋
1296,misbehaviour,不正当举止；行为无礼貌
1297,pickle,泡菜；盐卤；腌制食品；泡；腌制
1298,socialism,社会主义
1299,distrust,不信任
1300,certitude,确信；确实
1301,horoscope,占星术；星象；十二宫图
1302,disastrous,灾难性的；损失惨重的；悲伤的
1303,dresser,梳妆台；碗柜；化妆师；裹伤员
1304,divergent,相异的，分歧的；散开的
1305,advocate,提倡，主张，拥护；提倡者；支持者；律师
1306,squalor,肮脏；悲惨；卑劣；道德败坏
1307,quaver,颤抖；颤抖；八分音符；颤音
1308,exceed,超过；胜过
1309,classification,分类；类别，等级
1310,felt,毡；毡制品；粘结
1311,warship,战船，[军] 军舰
1312,anus,[解剖] 肛门
1313,airfield,飞机场
1314,myriad,无数的；种种的；无数，极大数量；无数的人或物
1315,endure,忍耐；容忍
1316,varicose,静脉曲张的；曲张的，肿胀的
1317,sleet,下雨夹雪；下冰雹；雨夹雪；雨淞
1318,backfire,放出逆火；预先放火；产生出乎意料及事与愿违的结果；逆火，回火
1319,protracted,拖延的；拖延；绘制；伸展（protract的过去分词）
1320,edifice,大厦；大建筑物
1321,pesticide,杀虫剂
1322,pilot,飞行员；领航员；试点的；驾驶；领航；试用
1323,unlawful,非法的；私生的
1324,autopsy,验尸；[病理][特医] 尸体解剖；[病理][特医] 尸体剖检
1325,honorary,荣誉的；名誉的；道义上的；名誉学位；获名誉学位者；名誉团体
1326,approve,批准；赞成；为…提供证据
1327,languid,倦怠的；呆滞的；软弱无力的
1328,virtually,事实上，几乎；实质上
1329,top,顶部，顶端；上部；首席；陀螺；高出，超越；结束；达到顶点；最高的，顶上的；头等的
1330,sizzle,发嘶嘶声；嘶嘶声
1331,inexact,不精确的；不严格的；不正确的
1332,calculate,计算；以为；作打算
1333,else,其他；否则；另外；别的；其他的；(Else)人名；(英)埃尔斯；(德)埃尔泽；(芬、丹)埃尔塞
1334,implore,恳求或乞求
1335,torture,折磨；拷问；歪曲
1336,hoodwink,蒙蔽；欺骗；遮眼
1337,resume,摘要；[管理] 履历，简历；重新开始，继续；恢复，重新占用
1338,thereby,从而，因此；在那附近；在那方面
1339,frightful,可怕的；惊人的；非常的
1340,futuristic,未来派的；未来主义的
1341,comprise,包含；由…组成
1342,yesterday,昨天；往昔；昨天
1343,competitor,竞争者，对手
1344,insuperable,不能克服的；无敌的
1345,achievement,成就；完成；达到；成绩
1346,barn,谷仓；畜棚；车库；靶（核反应截面单位）；把…贮存入仓
1347,east,东方；东风；东方国家；东方的；向东的；从东方来的；向东方，在东方
1348,distinctive,有特色的，与众不同的
1349,heck,真见鬼（hell的委婉说法）；饲草架
1350,opium,鸦片；麻醉剂；鸦片的
1351,victim,受害人；牺牲品；牺牲者
1352,fruitless,不成功的，徒劳的；不结果实的
1353,soothe,安慰；使平静；缓和
1354,motionless,静止的；不运动的
1355,eel,鳗鱼；鳝鱼
1356,confrontation,对抗；面对；对质
1357,hash,剁碎的食物；混杂，拼凑；重新表述；搞糟，把…弄乱；切细；推敲
1358,remarkable,卓越的；非凡的；值得注意的
1359,farmland,农田
1360,convene,召集，集合；传唤
1361,opera,歌剧；歌剧院；歌剧团
1362,assure,保证；担保；使确信；弄清楚
1363,mine,矿，矿藏；矿山，矿井；地雷，水雷；开采，采掘；在…布雷；我的
1364,protection,保护；防卫；护照
1365,frivolous,无聊的；轻佻的；琐碎的
1366,thousand,一千；一千个；许许多多；成千的；无数的
1367,hedgerow,灌木篱墙
1368,become,成为；变得；变成
1369,devastate,毁灭；毁坏
1370,bean,豆；嘴峰；毫无价值的东西；击…的头部
1371,represent,代表；表现；描绘；回忆；再赠送
1372,militia,民兵组织；自卫队；义勇军；国民军
1373,waist,腰，腰部
1374,extractor,"抽出器, 拔取的人, 抽出者 [计] 抽取字; 析取字 [化] 抽提塔; 浸取器; 萃取器 [医] 拔出器, 取出器, 提取器"
1375,educationist,教育家；教育理论家
1376,brake,刹车；闸，刹车；阻碍
1377,cathedral,大教堂
1378,profound,深厚的；意义深远的；渊博的
1379,consequently,因此；结果；所以
1380,threadbare,磨破的；衣衫褴褛的；乏味的；俗套的
1381,plank,[木] 厚木板；支架；政纲条款；在…上铺板；撂下；立刻付款
1382,guess,猜测；认为；推测；猜中；猜测；推测
1383,insular,孤立的；与世隔绝的；海岛的；岛民的
1384,sociologist,社会学家
1385,obscurity,朦胧；阴暗；晦涩；身份低微；不分明
1386,intense,强烈的；紧张的；非常的；热情的
1387,fairy,仙女，小精灵；漂亮姑娘；虚构的；仙女的
1388,patio,露台；天井
1389,enrage,激怒；使暴怒
1390,entrance,入口；进入；使出神，使入迷
1391,regardless,不管的；不顾的；不注意的；不顾后果地；不管怎样，无论如何；不惜费用地
1392,discern,识别；领悟，认识
1393,reprimand,谴责；训斥；申诉；谴责；训斥；责难
1394,fluke,侥幸；锚爪；意外的挫折；侥幸成功；意外受挫；侥幸成功
1395,background,背景；隐蔽的位置；作…的背景；背景的；发布背景材料的
1396,explanatory,解释的；说明的
1397,foreknowledge,预知；先见之明
1398,athlete,运动员，体育家；身强力壮的人
1399,mere,仅仅的；只不过的；小湖；池塘
1400,excerpt,摘录，引用；引用，摘录
1401,tire,疲劳；厌倦；轮胎；头饰
1402,fort,堡垒；要塞；（美）边界贸易站；设要塞保卫
1403,timidity,胆怯，胆小；羞怯
1404,eavesdrop,屋檐上流下来的水；偷听，窃听
1405,go,走；达到；运转；趋于；去；进行；尝试
1406,either,两者之中任一的；两者之中每一的；任何一个；也（用于否定句或否定词组后）；根本；任一，两方，随便哪一个；两者中的一个或另一个
1407,diversion,转移；消遣；分散注意力
1408,calm,静的，平静的；沉着的；使平静；使镇定；风平浪静
1409,idiomatic,惯用的；符合语言习惯的；通顺的
1410,bookish,书本上的；好读书的；书呆子气的
1411,revival,复兴；复活；苏醒；恢复精神；再生效
1412,plunder,抢夺；战利品；掠夺品；掠夺；抢劫；侵吞
1413,cultivate,培养；陶冶；耕作
1414,shaggy,蓬松的；表面粗糙的；毛发粗浓杂乱的
1415,inject,注入；注射
1416,relevant,相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
1417,forge,熔炉，锻铁炉；铁工厂；伪造；做锻工；前进
1418,stream,溪流；流动；潮流；光线；流；涌进；飘扬
1419,lotion,洗液；洗涤剂
1420,heartbreaking,悲伤或失望到难忍程度的；令人悲伤的；使…心碎（heartbreak的ing形式）
1421,hockey,曲棍球；冰球
1422,suspense,悬念；悬疑；焦虑；悬而不决
1423,unique,独特的，稀罕的；[数] 唯一的，独一无二的；独一无二的人或物
1424,accessible,易接近的；可进入的；可理解的
1425,petal,花瓣
1426,omelette,煎蛋卷
1427,consult,查阅；商量；向…请教
1428,slay,杀害，杀死；使禁不住大笑；(Slay)人名；(英、柬)斯莱
1429,digital,数字的；手指的；数字；键
1430,athletic,运动的，运动员的；体格健壮的
1431,insight,洞察力；洞悉
1432,cultural,文化的；教养的
1433,defender,防卫者，守卫者；辩护者；拥护者；卫冕者
1434,toffee,乳脂糖，太妃糖
1435,mantelpiece,壁炉架；壁炉台
1436,ethnic,种族的；人种的
1437,pope,教皇，罗马教皇；权威，大师
1438,banking,银行业；银行业务；银行家的职业；筑堤；把钱存入银行；做银行家；在…边筑堤（bank的现在分词）
1439,outdoor,户外的；露天的；野外的（等于out-of-door）
1440,expedient,权宜的；方便的；有利的；权宜之计；应急手段
1441,loud,大声的，高声的；不断的；喧吵的；大声地，高声地，响亮地；(Loud)人名；(英)劳德
1442,luminous,发光的；明亮的；清楚的
1443,neoclassical,新古典主义的
1444,obituary,讣告的；死亡的；讣告
1445,sum,金额；总数；概括
1446,clarity,清楚，明晰；透明
1447,state,国家；州；情形；规定；声明；陈述；国家的；州的；正式的
1448,durable,耐用的，持久的；耐用品
1449,incur,招致，引发；蒙受
1450,invalidate,使无效；使无价值
1451,slipper,拖鞋；用拖鞋打
1452,ailing,生病的，身体不舒服的；体衰的；生病；苦恼（ail的ing形式）
1453,freshman,新手，生手；大学一年级学生
1454,June,六月；琼（人名，来源于拉丁语，含义是“年轻气盛的六月”）
1455,vertically,垂直地
1456,stub,存根；烟蒂；树桩；断株；踩熄；连根拔除
1457,shorten,缩短；减少；变短
1458,tortoise,龟，[脊椎] 乌龟（等于testudo）；迟缓的人
1459,football,足球，橄榄球；踢足球；打橄榄球
1460,radiate,辐射；传播；流露；发射；广播；辐射状的，有射线的
1461,zip,拉链；活力，精力；尖啸声，撕裂声；一种程序压缩的档案文件格式；拉开或拉上；以尖啸声行进
1462,novel,新奇的；异常的；小说
1463,leukemia,[内科][肿瘤] 白血病
1464,incubation,孵化；[病毒][医] 潜伏；抱蛋
1465,English,英国人的；英国的；英文的；英语；英国人；英文；英格兰人；把…译成英语
1466,paranoid,类似妄想狂的；属于偏执狂的；患妄想狂的人；偏执狂患者
1467,cache,电脑高速缓冲存储器；贮存物；隐藏处；隐藏；窖藏
1468,historic,有历史意义的；历史上著名的
1469,itself,它自己；它本身
1470,banish,放逐；驱逐；(Banish)人名；(英)巴尼什
1471,mud,弄脏；用泥涂；泥；诽谤的话；无价值的东西
1472,slum,（为猎奇或救济等）去贫民窟；贫民窟；陋巷；脏乱的地方
1473,pharmacy,药房；配药学，药剂学；制药业；一批备用药品
1474,inflexible,顽固的；不可弯曲的；不屈挠的；不能转变的
1475,compartment,[建] 隔间；区划；卧车上的小客房；分隔；划分
1476,forecourt,前院；前场
1477,capitulate,认输，屈服；屈从，停止反抗；有条件投降；让步
1478,thy,你的；(Thy)人名；(柬)提
1479,tertiary,第三纪；第三修道会会员；第三级教士；第三的；第三位的；三代的
1480,clap,鼓掌，拍手；啪地关上；鼓掌；拍手声
1481,fin,鳍；鱼翅；鳍状物；切除鳍；装上翅
1482,laughter,笑；笑声
1483,plug,插头；塞子；栓；塞住；用插头将与电源接通
1484,full,完全的，完整的；满的，充满的；丰富的；完美的；丰满的；详尽的；十分，非常；完全地；整整；把衣服缝得宽大；全部；完整
1485,hunter,猎人；猎犬；搜寻者
1486,trustee,受托人；托管人；移交（财产或管理权）给受托人
1487,trivial,不重要的，琐碎的；琐细的
1488,assertive,肯定的；独断的；坚定而自信的
1489,means,手段；方法；财产；意思是；打算（mean的第三人称单数） [ 复数means ]
1490,hippo,河马；吐根
1491,poor,贫穷的；可怜的；贫乏的；卑鄙的；(Poor)人名；(英、伊朗)普尔
1492,interested,感兴趣的；有权益的；有成见的；使…感兴趣（interest的过去分词）
1493,waken,唤醒；使觉醒
1494,longevity,长寿，长命；寿命
1495,pelican,[鸟] 鹈鹕
1496,remorse,懊悔；同情
1497,rearguard,无望取胜的；殿后抵挡的；后卫
1498,odds,几率；胜算；不平等；差别
1499,housecoat,家常服；长且松宽的家居女服
1500,circuit,[电子] 电路，回路；巡回；一圈；环道；环行
1501,mart,集市；商业中心
1502,planter,种植机，[农机] 播种机；种植者；种植园主；耕作者；殖民者
1503,mate,助手，大副；配偶；同事；配对物；使配对；使一致；结伴
1504,heed,注意，留心；注意到；留心到
1505,delay,延期；耽搁；延期；耽搁；被耽搁或推迟的时间
1506,sickbay,船上的医务室
1507,thirteen,十三；十三岁；十三个；十三；十三的；十三个的
1508,ketchup,番茄酱
1509,wicker,柳条；枝条；柳条制品；柳条编织的；装在柳条编织物里的
1510,fray,争论；打架；磨损处；使磨损；变得令人紧张、急躁
1511,endless,无止境的；连续的；环状的；漫无目的的
1512,outlook,展望；观点；景色；比……好看；用目光压倒；朝外看
1513,animosity,憎恶，仇恨，敌意
1514,filament,灯丝；细丝；细线；单纤维
1515,bookshelf,书架
1516,exclamation,感叹；惊叫；惊叹词
1517,din,喧闹，絮絮不休地说；喧嚣
1518,restaurant,餐馆；[经] 饭店
1519,juror,审查委员，陪审员
1520,jubilant,欢呼的；喜洋洋的
1521,appoint,任命；指定；约定
1522,coward,懦夫，懦弱的人；胆小的，懦怯的
1523,brand,铭刻于，铭记；打烙印于；印…商标于；商标，牌子；烙印
1524,carbon,[化学] 碳；碳棒；复写纸；碳的；碳处理的
1525,know,知道；认识；懂得
1526,migrant,候鸟；移居者；随季节迁移的民工；移居的；流浪的
1527,discretion,自由裁量权；谨慎；判断力；判定；考虑周到
1528,flake,剥落；成片状剥落；小薄片；火花
1529,abstract,摘要；抽象；抽象的概念；抽象的；深奥的；摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
1530,temperament,气质，性情，性格；急躁
1531,exterior,外部的；表面的；外在的；外部；表面；外型；外貌
1532,remit,宽恕；免除；减轻；传送；使恢复原状；移交的事物
1533,hold,持有；拥有；保存；拘留；约束或控制；控制；保留
1534,breathe,呼吸；低语；松口气；（风）轻拂
1535,privilege,特权；优待；给与…特权；特免
1536,indoctrinate,灌输；教导
1537,disagreeable,不愉快的；厌恶的；不为人喜的；难相处的；脾气坏的
1538,unskilled,不熟练的；拙劣的；无需技能的；不熟练；无技能（unskill的过去式和过去分词形式）
1539,foothill,山麓小丘；丘陵地带
1540,harden,变硬，变坚固；变坚强；变冷酷；(Harden)人名；(英、德、罗、瑞典)哈登；(法)阿尔当
1541,boundary,边界；范围；分界线
1542,reflect,反映；反射，照出；表达；显示;反省
1543,whose,谁的（疑问代词）
1544,luxury,奢侈，奢华；奢侈品；享受；奢侈的
1545,interviewer,采访者；会见者；面谈者；进行面试者
1546,stimulation,刺激；激励，鼓舞
1547,quintessence,精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
1548,anode,阳极（电解）
1549,romance,传奇；浪漫史；风流韵事；冒险故事；虚构；渲染；写传奇
1550,delude,欺骗；哄骗；诱惑；【罕用】迷惑；逃避；使失望
1551,engine,引擎，发动机；机车，火车头；工具
1552,jam,果酱；拥挤；困境；扣篮；使堵塞；挤进，使塞满；混杂；压碎
1553,blacken,使变黑；诽谤，诋毁；(Blacken)人名；(英)布莱肯
1554,legend,传奇；说明；图例；刻印文字
1555,heroin,[药][毒物] 海洛因，吗啡
1556,counterattack,反击；反攻
1557,enormous,庞大的，巨大的；凶暴的，极恶的
1558,barter,进行易货贸易；[贸易] 作物物交换；讨价还价；易货贸易；物物交换；实物交易
1559,acute,严重的，[医] 急性的；敏锐的；激烈的；尖声的
1560,foreigner,外地人，外国人
1561,universal,普遍的；通用的；宇宙的；全世界的；全体的；一般概念；普通性
1562,hair,头发；毛发；些微；除去…的毛发；生长毛发；形成毛状纤维；毛发的；护理毛发的；用毛发制成的
1563,stipend,奖学金；固定薪金；定期津贴；养老金
1564,emerald,绿宝石；[宝] 祖母绿；翠绿色；翠绿色的
1565,lull,使平静；使安静；哄骗；间歇；暂停；暂时平静
1566,simultaneous,同时的；联立的；同时发生的；同时译员
1567,credentials,[管理] 证书；文凭；信任状（credential的复数）；得到信用；授…以证书（credential的三单形式）
1568,disarm,解除武装；裁军；缓和
1569,analytical,分析的；解析的；善于分析的
1570,Atlantic,大西洋；大西洋的
1571,nominate,推荐；提名；任命；指定
1572,association,协会，联盟，社团；联合；联想
1573,override,推翻；不顾；践踏；代理佣金
1574,nominal,名义上的；有名无实的；[会计] 票面上的；[语] 名词性词
1575,mumps,[内科] 流行性腮腺炎；愠怒；生气
1576,offshore,离岸的；[海洋] 近海的；吹向海面的；向海面，向海
1577,dignity,尊严；高贵
1578,pristine,原始的，古时的；纯朴的
1579,credulous,轻信的；因轻信而产生的
1580,dialectic,辩证法；逻辑论证；辩证的；辩证法的；方言的
1581,fortnight,两星期
1582,derivative,[化学] 衍生物，派生物；导数；派生的；引出的
1583,but,但是；而是；然而；仅仅，只；除…以外；(But)人名；(俄、罗)布特；(越)笔
1584,disadvantage,缺点；不利条件；损失
1585,ably,巧妙地；精明能干地
1586,invincible,无敌的；不能征服的
1587,bath,沐浴；浴室；浴盆；洗澡
1588,genteel,有教养的，文雅的；上流社会的
1589,typical,典型的；特有的；象征性的
1590,soliloquy,独白；自言自语
1591,churchyard,境内；教堂院落，多做墓地
1592,activate,刺激；使活动；使活泼；使产生放射性
1593,mitigate,使缓和，使减轻
1594,forester,林务官，护林人；森林人，森林居民
1595,dogma,教条，教理；武断的意见
1596,magnesium,[化学] 镁
1597,fusion,融合；熔化；熔接；融合物；[物] 核聚变
1598,raspberry,覆盆子；舌头放在唇间发出的声音；（表示轻蔑，嘲笑等的）咂舌声
1599,dinghy,小艇；小船
1600,titan,巨人；提坦；太阳神
1601,aperture,孔，穴；（照相机，望远镜等的）光圈，孔径；缝隙
1602,sag,松弛；下跌；漂流；萧条；下垂；下降；萎靡
1603,terrace,平台；梯田；阳台；使成梯田，使成阶地；使有平台屋顶；（女服）叠层式的
1604,initial,最初的；字首的；用姓名的首字母签名；词首大写字母
1605,razor,剃，用剃刀刮；剃刀
1606,droop,下垂；萎靡；凋萎；下垂；消沉
1607,facsimile,传真；复写；复制的；传真；临摹
1608,game,游戏；比赛；勇敢的；赌博
1609,render,致使；提出；实施；着色；以…回报；打底；交纳；粉刷
1610,tummy,肚子；胃
1611,wisp,小捆；小束；把…卷成一捆；卷成一捆
1612,sniffle,抽鼻涕；抽噎（等于snuffle）；鼻塞声；不断的吸鼻子（等于snuffle）
1613,rainproof,雨衣；雨披；防雨的；防水的；使防水
1614,pollen,传授花粉给；[植] 花粉
1615,surrealist,超现实主义者；超现实主义的
1616,Wednesday,星期三
1617,hearse,灵车；棺材
1618,magazine,杂志；弹药库；胶卷盒
1619,tuft,一簇；丛生植物；一丛；用丛毛装饰；丛生
1620,equip,装备，配备
1621,cross,交叉，十字；十字架，十字形物；交叉；杂交；横过；交叉的，相反的；乖戾的；生气的
1622,flair,天资；天分；资质；鉴别力
1623,lamp,灯；照射器；照亮；发亮
1624,shopkeeper,店主，老板
1625,holiday,假日；节日；休息日；外出度假
1626,fact,事实；实际；真相
1627,extra,特别地，非常；另外；临时演员；号外；额外的事物；上等产品；额外的，另外收费的；特大的
1628,indicate,表明；指出；预示；象征
1629,frantic,狂乱的，疯狂的
1630,overcoat,大衣，外套
1631,grow,发展；生长；渐渐变得…；(Grow)人名；(英)格罗
1632,irk,使烦恼；使厌倦
1633,evermore,永远，始终；今后
1634,visualize,形象，形象化；想像，设想
1635,definitely,清楚地，当然；明确地，肯定地
1636,promote,促进；提升；推销；发扬
1637,halter,缰绳；绞索；给…套上缰绳；束缚
1638,weed,除草；铲除；杂草，野草；菸草
1639,rummage,检查；搜出；仔细搜查；翻找出；翻找；检查；查出的物件；零星杂物
1640,breed,繁殖；饲养；产生；[生物] 品种；种类，类型
1641,altar,祭坛；圣坛；圣餐台
1642,right,正确的；直接的；右方的；复正；恢复平稳；正确；右边；正义；正确地；恰当地；彻底地
1643,clockwise,顺时针方向地；顺时针方向的
1644,poverty,贫困；困难；缺少；低劣
1645,costly,昂贵的；代价高的；(Costly)人名；(英)科斯特利
1646,art,艺术；美术；艺术品；艺术的；艺术品的；是（be的变体）
1647,supposition,假定；推测；想像；见解
1648,indigo,靛蓝，靛蓝染料；靛蓝色；槐蓝属植物；靛蓝色的
1649,parachute,降落伞；跳伞
1650,spin,旋转；纺纱；吐丝；晕眩；旋转；疾驰
1651,revamp,修补；翻新；修改；改进；换新鞋面
1652,crimson,深红色；深红色的；使变为深红色；脸红
1653,enigmatic,神秘的；高深莫测的；谜一般的
1654,harry,折磨；掠夺；骚扰；使苦恼；(Harry)人名；(英)哈里，哈丽(女名)(教名Henry、Harriet的昵称)
1655,bored,无聊的；无趣的；烦人的；使厌烦（bore的过去式）；烦扰
1656,purport,声称；意图；意指；打算；意义，主旨；意图
1657,estimable,可估计的；可尊敬的；有价值的
1658,firecracker,鞭炮，爆竹
1659,deodorant,除臭的；防臭的；除臭剂
1660,flatter,奉承；谄媚；使高兴
1661,punishment,惩罚；严厉对待，虐待
1662,orchard,果园；果树林
1663,grassroots,基层的；草根的；乡村的；草根；基础
1664,interjection,[语] 感叹词；插入语；突然的发声
1665,incursion,入侵；侵犯
1666,purchase,购买；紧握；起重装置；购买；赢得
1667,possibility,可能性；可能发生的事物
1668,possibly,可能地；也许；大概
1669,sweatshop,血汗工厂；剥削劳力的工厂
1670,perch,鲈鱼; 高位；栖木；杆；栖息；就位；位于；使坐落于
1671,habitat,[生态] 栖息地，产地
1672,scuttle,天窗；煤桶；筐；逃避；急促地跑
1673,repercussion,反响；弹回；反射；浮动诊胎法；令人不满意的后果
1674,hero,英雄；男主角，男主人公
1675,hot,热的；辣的；热情的；激动的；紧迫的；热；紧迫地；变热；(Hot)人名；(塞)霍特；(法)奥特
1676,humorous,诙谐的，幽默的；滑稽的，可笑的
1677,liaison,联络；（语言）连音
1678,profile,侧面；轮廓；外形；剖面；简况；描…的轮廓；扼要描述
1679,reputation,名声，名誉；声望
1680,directly,直接地；立即；马上；正好地；坦率地；一…就
1681,heckle,诘问；激烈质问；以麻梳梳理；麻梳
1682,recognize,认出，识别；承认
1683,preschool,未满学龄的；就学前的，入学前的；幼儿园，育幼院
1684,nurse,看护，护理；照顾；培养；给…喂奶；护士；奶妈，保姆
1685,contort,扭曲；曲解
1686,transpire,发生；蒸发；泄露
1687,tricky,狡猾的；机警的
1688,Swede,瑞典人；瑞典甘蓝
1689,foothold,据点；立足处
1690,debut,初次登台；开张；初次登台
1691,wrath,愤怒；激怒
1692,swimmer,游泳者
1693,devil,魔鬼；撒旦；家伙；恶棍；淘气鬼；冒失鬼；虐待，折磨；（用扯碎机）扯碎；（替作家，律师等）做助手；抹辣味料烤制或煎煮
1694,democracy,民主，民主主义；民主政治
1695,lung,肺；呼吸器
1696,upstream,逆流地；向上游；向上游的；逆流而上的；上游部门
1697,width,宽度；广度
1698,fraction,分数；部分；小部分；稍微
1699,rub,擦；摩擦；惹怒；摩擦；障碍；磨损处
1700,smile,微笑；微笑；笑容；喜色
1701,tablet,碑；药片；写字板；小块；平板电脑；用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块
1702,outgoing,对人友好的，开朗的；出发的，外出的；即将离职的；乐于助人的；外出；流出；开支；超过；优于（outgo的ing形式）
1703,statutory,法定的；法令的；可依法惩处的
1704,crumb,面包屑，碎屑；少许；弄碎；捏碎
1705,harass,使困扰；使烦恼；反复袭击
1706,indent,定货；缩排；印凹痕；缩进；订货单；凹痕；契约
1707,transfer,转让；转移；传递；过户；转让；转学；换车
1708,agitate,摇动；骚动；使…激动
1709,thrush,画眉；[口腔] 鹅口疮；蹄叉腐疽
1710,resinous,树脂的；树脂质的
1711,Africa,非洲
1712,turnip,萝卜；芜菁甘蓝，大头菜
1713,peripheral,外围的；次要的；（神经）末梢区域的；外部设备
1714,eloquent,意味深长的；雄辩的，有口才的；有说服力的；动人的
1715,shuffle,洗牌；推诿，推卸；拖曳，慢吞吞地走；搅乱；洗牌，洗纸牌；混乱，蒙混；拖着脚走
1716,smelly,有臭味的，发臭的
1717,rehouse,供以新住宅；使移住新居
1718,narrator,叙述者；解说员
1719,impoverish,使贫穷；使枯竭
1720,format,格式；版式；开本；使格式化；规定…的格式
