序号,核心词汇,简要解释
2950,director,主任，主管；导演；人事助理
2951,directory,[计] 目录；工商名录；姓名地址录；指导的；咨询的
2952,dirt,污垢，泥土；灰尘，尘土；下流话
2953,dirty,下流的，卑鄙的；肮脏的；恶劣的；暗淡的；弄脏
2954,disability,残疾；无能；无资格；不利条件
2955,disable,使失去能力；使残废；使无资格
2956,disadvantage,缺点；不利条件；损失
2957,disadvantaged,贫困的；处于不利地位的；社会地位低下的；弱势团体；不利条件；使处于不利地位（disadvantage的过去式和过去分词）
2958,disadvantageous,不利的；不便的；贬抑的
2959,disagree,不同意；不一致；争执；不适宜
2960,disagreeable,不愉快的；厌恶的；不为人喜的；难相处的；脾气坏的
2961,disagreement,不一致；争论；意见不同
2962,disappear,消失；失踪；不复存在
2963,disappoint,使失望
2964,disappointing,令人失望的；令人扫兴的；令人失望（disappoint的ing形式）；辜负…的期望
2965,disappointment,失望；沮丧
2966,disapproval,不赞成；不喜欢
2967,disapprove,不赞成；不同意
2968,disarm,解除武装；裁军；缓和
2969,disarmament,裁军
2970,disarray,无秩序；杂乱；衣冠不整；使混乱；弄乱；使脱去衣服
2971,disassociate,使分离（过去式disassociated，过去分词disassociated，现在分词disassociating，第三人称单数disassociates，名词disassociation）
2972,disaster,灾难，灾祸；不幸
2973,disastrous,灾难性的；损失惨重的；悲伤的
2974,disavow,否认，否定；抵赖；拒绝对…的责任
2975,disband,解散
2976,disbelief,怀疑，不信
2977,disbelieve,不信；怀疑
2978,disc,圆盘，[电子] 唱片（等于disk）；灌唱片
2979,discard,抛弃；放弃；丢弃；抛弃；被丢弃的东西或人
2980,discern,识别；领悟，认识
2981,discernible,可辨别的；可识别的
2982,discerning,有辨识能力的；眼光敏锐的；辨别（discern的ing形式）
2983,discharge,解雇；卸下；放出；免除；排放；卸货；解雇
2984,disciple,门徒，信徒；弟子
2985,disciplinary,规律的；训练的；训诫的
2986,discipline,学科；纪律；训练；惩罚；训练，训导；惩戒
2987,disclaim,否认，拒绝；放弃，弃权；拒绝承认
2988,disclose,公开；揭露
2989,disclosure,[审计] 披露；揭发；被揭发出来的事情
2990,disco,迪斯科舞厅；的士高
2991,disconcert,使仓皇失措；使困惑；破坏
2992,discontent,不满；不满的；使不满
2993,discord,不和；不调和；嘈杂声；不一致；刺耳
2994,discount,折扣；贴现率；贴现；打折扣出售商品
2995,discourage,阻止；使气馁
2996,discourse,论述；谈话；演讲；演说；谈论；讲述
2997,discover,发现；发觉
2998,discovery,发现，发觉；被发现的事物
2999,discredit,不信；使……丢脸；怀疑；无信用；名声的败坏
3000,discreet,谨慎的；小心的
3001,discrepancy,不符；矛盾；相差
3002,discrete,离散的，不连续的；分立元件；独立部件
3003,discretion,自由裁量权；谨慎；判断力；判定；考虑周到
3004,discriminate,歧视；区别；辨别
3005,discrimination,歧视；区别，辨别；识别力
3006,discus,铁饼；掷铁饼
3007,discuss,讨论；论述，辩论
3008,discussion,讨论，议论
3009,disdain,蔑视；鄙弃
3010,disease,病，[医] 疾病；弊病；传染；使…有病
3011,disembark,登陆，下车；上岸
3012,disenchant,使清醒；使不抱幻想
3013,disentangle,解决；松开；解开纠结；解决（纠纷）
3014,disfavour,不赞成；冷待；不赞成；不喜欢
3015,disgrace,耻辱；丢脸的人或事；失宠；使……失宠；给……丢脸；使……蒙受耻辱；贬黜
3016,disgraceful,不名誉的，可耻的
3017,disguise,掩饰；假装；隐瞒；伪装；假装；用作伪装的东西
3018,disgust,厌恶，嫌恶；使厌恶；使作呕
3019,disgusting,令人厌恶的
3020,dish,盘；餐具；一盘食物；外貌有吸引力的人；盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话
3021,dishonest,不诚实的；欺诈的
3022,dishonour,拒付；使丢脸；拒绝承兑；不履行（诺言等）；拒付；不名誉
3023,dishonourable,不名誉的；无耻的；不受尊重的（等于dishonorable）
3024,dishwasher,洗碗工；洗碟机
3025,disillusion,使醒悟；使不再抱幻想；幻灭；醒悟
3026,disillusioned,醒悟的；幻想破灭的；不抱幻想的；使幻想破灭（disillusion的过去分词）；唤醒
3027,disinfect,将…消毒
3028,disinfectant,消毒剂；消毒的
3029,disintegrate,使分解；使碎裂；使崩溃；使衰变
3030,disintegration,瓦解，崩溃；分解
3031,disinterested,无私的；公正的；冷漠的；廉洁的；使不再有利害关系；使无兴趣（disinterest的过去分词）
3032,disjointed,脱节的；杂乱的；脱臼的
3033,disjunctive,分隔的；分离的；反意连接词
3034,dislike,不喜欢，厌恶；嫌恶，反感，不喜爱
3035,dislocate,使脱臼；使混乱
3036,dislodge,逐出，驱逐；使……移动；用力移动
3037,disloyal,不忠的；不忠诚的；背叛的
3038,dismal,凄凉的，忧郁的；阴沉的，沉闷的；低落的情绪
3039,dismantle,拆除；取消；解散；除掉…的覆盖物
3040,dismay,沮丧，灰心；惊慌；使沮丧；使惊慌
3041,dismiss,解散；解雇；开除；让离开；不予理会、不予考虑
3042,dismissal,解雇；免职
3043,disobedience,不服从；违反，违抗
3044,disobey,违反；不服从
3045,disparate,不同的；不相干的；全异的；无法相比的东西
3046,disparity,不同；不一致；不等
3047,dispatch,派遣；急件；派遣；分派
3048,dispel,驱散，驱逐；消除（烦恼等）
3049,dispensable,可有可无的；非必要的
3050,dispensary,药房；（学校、兵营或工厂的）诊疗所；防治站
3051,dispensation,分配；免除；豁免；天命
3052,dispense,分配，分发；免除；执行
3053,disperse,分散；使散开；传播；分散的
3054,dispirited,沮丧的；没有精神的；意气消沉的；使…沮丧；使…气馁（dispirit的过去分词）
3055,displace,取代；置换；转移；把…免职；排水
3056,displacement,取代，位移；[船] 排水量
3057,display,显示；炫耀；显示；表现；陈列；展览的；陈列用的
3058,displease,使生气；触怒
3059,displeasure,不愉快；不满意；悲伤
3060,disposable,可任意处理的；可自由使用的；用完即可丢弃的
3061,disposal,处理；支配；清理；安排
3062,dispose,处理；处置；安排；处置；性情
3063,disposed,有…倾向的；打算做…的；有某种健康状态的；处理；配置；使适应（dispose的过去分词）；使有倾向
3064,disposition,处置；[心理] 性情；[军] 部署；倾向
3065,dispute,辩论；怀疑；阻止；抗拒；辩论；争吵
3066,disqualify,取消…的资格
3067,disregard,忽视；不理；漠视；不顾；忽视；不尊重
3068,disrepute,不光彩，坏名声
3069,disrespect,无礼，失礼，不敬
3070,disrupt,破坏；使瓦解；使分裂；使中断；使陷于混乱；分裂的，中断的；分散的
3071,dissatisfaction,不满；令人不满的事物
3072,dissatisfy,不满足；使……感觉不满
3073,dissect,切细；仔细分析
3074,disseminate,宣传，传播；散布
3075,dissension,纠纷；意见不合；争吵；倾轧
3076,dissent,不同意；不信奉国教；异议；（大写）不信奉国教
3077,dissertation,论文，专题；学术演讲
3078,disservice,伤害；帮倒忙的行为；不亲切的行为；虐待
3079,dissident,持不同政见者，意见不同的人；持不同政见的，意见不同的
3080,dissimilar,不同的
3081,dissipated,消散的；沉迷于酒色的；闲游浪荡的；放荡的；消散；浪费（dissipate的过去式）
3082,dissociate,游离；使分离；分裂
3083,dissolute,放荡的；风流的
3084,dissolution,分解，溶解；（议会等的）解散；（契约等的）解除；死亡
3085,dissolve,使溶解；使分解；使液化；叠化画面；画面的溶暗
3086,dissonance,不一致；不调和；不和谐音
3087,dissuade,劝阻，劝止
3088,distance,距离；远方；疏远；间隔；疏远；把…远远甩在后面
3089,distant,遥远的；冷漠的；远隔的；不友好的，冷淡的
3090,distaste,厌恶；讨厌；厌恶；不喜欢；不喜欢
3091,distil,蒸馏；提炼；渗出
3092,distillation,精馏，蒸馏，净化；蒸馏法；精华，蒸馏物
3093,distinct,明显的；独特的；清楚的；有区别的
3094,distinction,区别；差别；特性；荣誉、勋章
3095,distinctive,有特色的，与众不同的
3096,distinguish,区分；辨别；使杰出，使表现突出
3097,distinguishable,可区别的；辨认得出的；可辨识的
3098,distinguished,著名的；卓著的；高贵的；区别（distinguish的过去式）
3099,distort,扭曲；使失真；曲解
3100,distract,转移；分心
3101,distraction,注意力分散；消遣；心烦意乱
3102,distraught,发狂的；心烦意乱的
3103,distress,危难，不幸；贫困；悲痛；使悲痛；使贫困
3104,distribute,分配；散布；分开；把…分类
3105,distribution,分布；分配
3106,district,区域；地方；行政区
3107,distrust,不信任
3108,disturb,打扰；妨碍；使不安；弄乱；使恼怒
3109,disturbance,干扰；骚乱；忧虑
3110,disunite,不和；使分离
3111,disuse,不被使用；停止使用
3112,ditch,在…上掘沟；把…开入沟里；丢弃；沟渠；壕沟
3113,dither,发抖；递色；[电子] 高频脉动；踌躇；发抖；犹豫
3114,ditto,百变怪
3115,ditty,小曲；小调
3116,dive,潜水；跳水；俯冲；急剧下降；潜水；跳水；俯冲；扑
3117,diver,潜水者；跳水的选手；潜鸟
3118,diverge,分歧；偏离；分叉；离题
3119,divergent,相异的，分歧的；散开的
3120,diverse,不同的；多种多样的；变化多的
3121,diversify,使多样化，使变化；增加产品种类以扩大
3122,diversion,转移；消遣；分散注意力
3123,diversity,多样性；差异
3124,divert,转移；使…欢娱；使…转向；(Divert)人名；(法)迪韦尔
3125,divide,划分；除；分开；使产生分歧；[地理] 分水岭，分水线
3126,dividend,红利；股息；[数] 被除数；奖金
3127,divine,神圣的；非凡的；天赐的；极好的；占卜；预言；用占卜勘探；牧师；神学家
3128,divinity,神；神性；神学
3129,divisible,可分的；可分割的
3130,division,[数] 除法；部门；分配；分割；师（军队）；赛区
3131,divisive,分裂的；区分的；造成不和的
3132,divulge,泄露；暴露
3133,dizzy,晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的；使头晕眼花；使混乱；使茫然；(Dizzy)人名；(英)迪齐
3134,do,要求；规定；C大调音阶中的第一音；做；干；学习；研究；进行；完成；解答；整理；算出；引起；行过；助动词（构成疑问句和否定句）；（代替动词）；（用于加强语气）
3135,docile,温顺的，驯服的；容易教的
3136,dock,码头；船坞；被告席；尾巴的骨肉部分；使靠码头；剪短
3137,dockyard,[船] 造船厂；海军工厂
3138,doctor,修理；篡改，伪造；为…治病；授以博士学位；医生；博士
3139,doctorate,博士学位；博士头衔
3140,doctrine,主义；学说；教义；信条
3141,document,文件，公文；[计] 文档；证件；用文件证明
3142,documentary,记录的；文件的；记实的；纪录片
3143,dodge,躲闪；托词；躲避，避开
3144,dog,狗；丑女人；卑鄙的人；(俚)朋友；跟踪；尾随
3145,dogged,顽强的；顽固的；跟踪；尾随（dog的过去式）
3146,dogma,教条，教理；武断的意见
3147,dogmatic,教条的；武断的
3148,doldrums,忧郁；赤道无风带
3149,dole,失业救济金；赈济物；施舍品；发放救济；以小份发给
3150,doleful,寂寞的；悲哀的；阴沉的；忧郁的
3151,doll,洋娃娃；玩偶；无头脑的美丽女人；把…打扮得花枝招展
3152,dollar,美元
3153,dollop,团，块；厚厚地涂抹；啪地落下；噗通一声坠落
3154,dolphin,海豚
3155,domain,领域；域名；产业；地产
3156,dome,圆屋顶；成圆顶状；加圆屋顶于…上
3157,domestic,国内的；家庭的；驯养的；一心只管家务的；国货；佣人
3158,domesticate,驯养；教化；引进
3159,domesticity,家庭生活；专心于家务；对家庭的挚爱
3160,domicile,住宅；永久居住地；期票支付场所；居住
3161,dominant,显性的；占优势的；支配的，统治的；显性
3162,dominate,控制；支配；占优势；在…中占主要地位
3163,domineer,跋扈；作威作福
3164,domineering,跋扈的；专横的；盛气凌人的；实行暴政；高耸；流行（domineer的ing形式）
3165,dominion,主权，统治权；支配；领土
3166,domino,多米诺骨牌；面具；化装外衣
3167,don,先生，阁下；指导教师，大学教师；穿上
3168,donate,捐赠；捐献
3169,donation,捐款，捐赠物；捐赠
3170,donator,捐赠者
3171,done,已完成的；做好了的；煮熟的；合乎礼仪的；合乎规矩；表示接受建议；做（do的过去分词）；（西、罗）多内（人名）；（英）多恩（人名）
3172,donkey,驴子；傻瓜；顽固的人
3173,donor,捐赠者；供者；赠送人；捐献的；经人工授精出生的
3174,donut,炸面圈；环状线圈（等于doughnut）
3175,doodle,涂鸦；闲混；随意弹奏；涂鸦；蠢人
3176,doom,厄运；死亡；判决；世界末日；注定；判决；使失败
3177,doomed,注定的；命定的；注定；宣判（doom的过去分词）
3178,doomsday,世界末日；最后的审判日
3179,door,门；家，户；门口；通道
3180,doorway,门口；途径
3181,dope,笨蛋；麻醉药物；涂料；上涂料；服药
3182,dormant,休眠的；静止的；睡眠状态的；隐匿的；(Dormant)人名；(法)多尔芒
3183,dormitory,宿舍，学生宿舍；住宅区的
3184,dosage,剂量，用量
3185,dose,剂量；一剂，一服；服药
3186,dossier,档案，卷宗；病历表册
3187,dot,点，圆点；嫁妆；打上点
3188,dote,溺爱；昏聩；(Dote)人名；(日)土手 (姓)；(中非)多泰
3189,doting,溺爱的，偏爱的；宠爱（dote的ing形式）
3190,double,两倍；双精度型；双重的；两倍的；加倍，加倍努力；快步走；双重地；两倍地；弓身地
3191,doubt,怀疑；疑问；疑惑；怀疑；不信；恐怕；拿不准
3192,doubtful,可疑的；令人生疑的；疑心的；不能确定的
3193,doubtless,无疑地；确定地；大概，多半；无疑的；确定的
3194,dough,生面团；金钱
3195,dove,鸽子；鸽派人士；潜水（dive的过去式）
3196,dowager,贵妇；继承亡夫爵位的遗孀；老年贵妇人
3197,down,向下，下去；在下面；向下的；软毛，绒毛；[地质] 开阔的高地；沿着，往下；打倒，击败
3198,downcast,沮丧的；低垂的；气馁的；倒台；俯视的目光；向下转换
3199,downfall,垮台；衰败；落下；大雨
3200,downgrade,退步；下坡；下坡的；下坡地；使降级（过去式downgraded，过去分词downgraded，现在分词downgrading，第三人称单数downgrades）；小看
3201,downhearted,无精打采的；垂头丧气的
3202,downhill,下坡；向下；每况愈下；下坡的；容易的；下坡；滑降
3203,downpour,倾盆大雨；注下
3204,downright,明白的；直率的；显明的；完全，彻底；全然
3205,downstairs,在楼下；楼下的；楼下
3206,downstream,下游地；顺流而下；下游的；顺流的
3207,downtime,（工厂等由于检修，待料等的）停工期；[电子] 故障停机时间
3208,downtown,往闹市区；在市区；市中心的；市中心区；三分线以外
3209,downward,向下的，下降的；向下
3210,dowry,嫁妆；天资；亡夫遗产
3211,doze,打瞌睡；假寐；瞌睡
3212,dozen,十二个，一打；一打的
3213,drab,单调的；土褐色的；浅褐色；无生气；邋遢；小额；使无生气；嫖妓
3214,draft,汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流；起草；制定；征募；初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的
3215,drag,拖累；拖拉；缓慢而吃力地行进；拖；拖累
3216,dragon,龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
3217,dragonfly,[昆] 蜻蜓
3218,drain,排水；流干；排水；下水道，排水管；消耗
3219,drainage,排水；排水系统；污水；排水面积
3220,dramatic,戏剧的；急剧的；引人注目的；激动人心的
3221,dramatist,剧作家，剧本作者
3222,dramatize,使戏剧化；编写剧本；改编成戏剧
3223,drape,用布帘覆盖；使呈褶裥状；窗帘；褶裥
3224,drapery,布料；帏帐；打褶的帐幔
3225,drastic,激烈的；猛烈的；烈性泻药
3226,draught,气流；汇票；草稿（等于draft）；起草；征兵；选派（等于draft）；汲出的；拖拉的（等于draft）
3227,draughty,通风的；通风良好的
3228,draw,画；拉；吸引；平局；抽签
3229,drawback,缺点，不利条件；退税
3230,drawer,抽屉；开票人；出票人；起草者；酒馆侍
3231,drawing,图画；牵引；素描术；绘画；吸引（draw的ing形式）；拖曳
3232,drawl,慢吞吞地说；慢吞吞拉长调子的说话方式
3233,dread,恐惧；可怕的人（或物）；惧怕；担心；可怕的
3234,dreadful,可怕的；糟透的，令人不快的
3235,dream,梦想；做梦，梦见；想到；梦想，愿望；梦；梦的；理想的；不切实际的
3236,dreary,沉闷的，枯燥的
3237,dredge,（用挖泥船等）疏浚；（用拖捞网等）捞取；（在食物上）撒（面粉等）；挖泥船，疏浚机；拖捞网
3238,dregs,渣滓；少量；沉淀物（dreg的复数）
3239,drench,使湿透；给（牲畜）灌药；滂沱大雨；浸液
3240,dress,给…穿衣；连衣裙；女装
3241,dresser,梳妆台；碗柜；化妆师；裹伤员
3242,dressing,穿衣；加工；调味品；装饰；梳理；给…穿衣；为…打扮（dress的现在分词）
3243,dressy,讲究服装的；(Dressy)人名；(法)德雷西
3244,dribble,连击；使滴下；运球；n点滴；运球
3245,drift,漂流，漂移；趋势；漂流物；漂流，漂移；漂泊
3246,drill,训练；钻孔机；钻子；播种机；钻孔；训练
3247,drily,干燥地；冷淡地；讽刺地
3248,drink,喝，饮；吸收；举杯庆贺；酒，饮料；喝酒
3249,drip,滴下；充满；漏下；水滴，滴水声；静脉滴注；使人厌烦的人
3250,dripping,滴；水滴；滴下物；湿淋淋的；欲滴的；欲滴地；湿淋淋地；滴下（drip的ing形式）
3251,drive,开车；猛击；飞跑；驱动器；驾车；[心理] 内驱力，推进力；快车道
3252,driver,驾驶员；驱动程序；起子；传动器
3253,drizzle,下毛毛雨；细雨，毛毛雨
3254,drone,雄蜂；嗡嗡的声音；懒惰者；嗡嗡作声；混日子
3255,drool,流口水；胡说；口水；梦话，胡说
3256,droop,下垂；萎靡；凋萎；下垂；消沉
3257,drop,滴；使降低；使终止；随口漏出；滴；落下；空投；微量；滴剂
3258,drought,干旱；缺乏
3259,drown,淹没；把…淹死；(Drown)人名；(英)德朗
3260,drowse,打瞌睡；发呆；瞌睡；假寐
3261,drowsy,昏昏欲睡的；沉寂的；催眠的
3262,drug,药；毒品；麻醉药；滞销货；使服麻醉药；使服毒品；掺麻醉药于
3263,druggist,药剂师；药商；（美）药房老板（兼营化妆品、文具、牙膏、漱口剂、香烟等杂货的）
3264,drugstore,[药] 药房（常兼售化妆品、杂志等杂货）；（美）杂货店
3265,drum,击鼓；大力争取；鼓；鼓声
3266,drummer,鼓手；旅行推销员；跑街
3267,drumstick,鸡腿，家禽腿；鼓槌
3268,drunk,喝酒（drink的过去分词）；喝醉了的
3269,drunkard,酒鬼，醉汉
3270,drunken,喝醉的；酒醉的；常醉的
3271,dry,干的；口渴的；枯燥无味的；禁酒的；把…弄干；干涸
3272,dryer,烘干机；[助剂] 干燥剂
3273,dual,双的；双重的；双数；双数词
3274,dub,配音；轻点；打击；授予称号；笨蛋；鼓声
3275,dubious,可疑的；暧昧的；无把握的；半信半疑的
3276,duchess,公爵夫人；女公爵；雍容华贵的妇女；小老板娘；（澳）盛情款待；讨好；热情款待；讨好
3277,duchy,公国；公爵领地；直辖领地
3278,duck,鸭子；鸭肉；（英）宝贝儿；零分；闪避；没入水中
3279,duckling,小鸭子
3280,duct,输送管，导管；用导管输送；以导管封住
3281,due,到期的；预期的；应付的；应得的；应付款；应得之物；正（置于方位词前）
3282,duet,二重奏；二重唱
3283,duff,水果布丁；揉好的面团；笨拙的人；把…改头换面；虚饰以欺骗人
3284,duke,公爵，（公国的）君主；公爵（种）樱桃
3285,dull,钝的；迟钝的；无趣的；呆滞的；阴暗的；使迟钝；使阴暗；缓和；(Dull)人名；(罗、匈)杜尔；(柬)杜；(英)达尔
3286,duly,适当地；充分地；按时地；(Duly)人名；(英)杜利
3287,dumb,哑的，无说话能力的；不说话的，无声音的
3288,dumbfound,使惊呆；使人惊愕失声
3289,dummy,虚拟的；假的；傀儡；哑巴；仿制品
3290,dump,倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销；垃圾场；仓库；无秩序地累积
3291,dumpling,饺子，汤团；面团布丁
3292,dumpy,矮胖的，粗短的；忧郁的；矮沙发；短雨伞
3293,dunce,傻瓜；劣学生
3294,dune,（由风吹积而成的）沙丘
3295,dung,施粪肥于；粪
3296,dungarees,粗布工作服
3297,dungeon,地牢，土牢
3298,duo,二重奏；二重唱；二人组
3299,dupe,上当者；易受骗的人；欺骗；愚弄（等于duplicate）
3300,duplicate,复制；使加倍；副本；复制品；复制的；二重的
3301,duplicity,口是心非；表里不一；不诚实
3302,durable,耐用的，持久的；耐用品
3303,duration,持续，持续的时间，期间
3304,during,在…的时候，在…的期间；(During)人名；(法)迪兰；(瑞典、利比)杜林
3305,dusk,黄昏，薄暮；幽暗，昏暗；微暗的；使变微暗
3306,dusky,暗淡的；微暗的；忧郁的；朦胧的
3307,dust,灰尘；尘埃；尘土；撒；拂去灰尘
3308,dustbin,垃圾箱；吃货
3309,dustcart,垃圾车
3310,duster,抹布，掸子；除尘器；打扫灰尘的人
3311,dustman,清洁工人
3312,dustpan,簸箕
3313,dusty,落满灰尘的
3314,Dutch,荷兰的；荷兰人的；荷兰语的；荷兰人；荷兰语；费用平摊地；各自付账地
3315,dutiful,忠实的；顺从的；守本分的
3316,duty,责任；[税收] 关税；职务
3317,dwarf,变矮小；侏儒，矮子；矮小的
3318,dwell,居住；存在于；细想某事
3319,dweller,居民，居住者
3320,dwelling,住处；寓所；居住（dwell的现在分词）
3321,dwindle,减少；变小
3322,dye,染料；染色；染；把…染上颜色
3323,dynamic,动态的；动力的；动力学的；有活力的；动态；动力
3324,dynamics,动力学，力学
3325,dynamism,活力；动态；物力论；推动力；精神动力作用
3326,dynamite,炸药；具有潜在危险的人（或物）；炸毁；极好的
3327,dynamo,发电机；精力充沛的人
3328,dynasty,王朝，朝代
3329,each,每；各自的；每个；各自
3330,eager,渴望的；热切的；热心的；(Eager)人名；(英)伊格
3331,eagerness,渴望；热心
3332,eagle,鹰；鹰状标饰
3333,ear,耳朵；穗；听觉；倾听；（美俚）听见；抽穗
3334,earache,耳朵痛，耳痛
3335,eardrum,鼓膜，耳膜；中耳
3336,earl,（英）伯爵
3337,early,早期的；早熟的；提早；在初期；(Early)人名；(英)厄尔利
3338,earmark,在耳朵上做记号；标记；特征；耳上记号
3339,earn,赚，赚得；获得，挣得；使得到；博得；(Earn)人名；(泰)炎
3340,earnest,认真的，热心的；重要的；认真；定金；诚挚
3341,earnings,收入
3342,earplug,耳栓
3343,earring,耳环，耳饰；抽穗；听见（ear的ing形式）
3344,earth,地球；地表，陆地；土地，土壤；尘事，俗事；兽穴；把（电线）[电] 接地；盖（土）；追赶入洞穴
3345,earthen,土制的；陶制的；地球上的
3346,earthenware,陶器；土器
3347,earthly,地球的；尘世的；可能的
3348,earthquake,地震；大动荡
3349,earthwork,[建] 土方工程；土木工事
3350,earthy,土的；土质的；朴实的；粗俗的
3351,ease,减轻，缓和；使安心；轻松，舒适；安逸，悠闲
3352,easel,画架；黑板架
3353,easily,容易地；无疑地
3354,east,东方；东风；东方国家；东方的；向东的；从东方来的；向东方，在东方
3355,Easter,复活节
3356,eastern,东方的；朝东的；东洋的；东方人；（美国）东部地区的人
3357,eastward,向东方的；朝东的；向东；东部；东方
3358,easy,容易的；舒适的；不费力地，从容地；停止划桨；发出停划命令
3359,easygoing,悠闲的；逍遥自在的；脾气随和的；不严肃的
3360,eat,吃，喝；腐蚀；烦扰
3361,eaves,屋檐；凸出的边缘
3362,eavesdrop,屋檐上流下来的水；偷听，窃听
3363,ebb,衰退；退潮；衰落；衰退；减少；衰落；潮退
3364,ebony,乌木制的，黑檀木制的；似木的，黑檀木色的；乌木，黑檀
3365,eccentric,古怪的，反常的；古怪的人
3366,eccentricity,古怪；怪癖；[数] 离心率
3367,echo,反射；重复；回音；效仿
3368,eclectic,折衷的；选择的；折衷学派的；折衷派的人；折衷主义者
3369,ecological,生态的，生态学的
3370,ecologist,生态学者
3371,ecology,生态学；社会生态学
3372,economic,经济的，经济上的；经济学的
3373,economical,经济的；节约的；合算的
3374,economics,经济学；国家的经济状况
3375,economise,节约，节省
3376,economist,经济学者；节俭的人
3377,economy,经济；节约；理财
3378,ecosystem,生态系统
3379,ecstasy,狂喜；入迷；忘形
3380,ecstatic,狂喜的；入迷的；狂喜的人
3381,eczema,[皮肤] 湿疹
3382,eddy,涡流；漩涡；逆流；旋转；起漩涡
3383,edge,边缘；优势；刀刃；锋利；使锐利；将…开刃；给…加上边
3384,edgy,急躁的；尖利的；刀口锐利的
3385,edible,可食用的；食品；食物
3386,edict,法令；布告
3387,edifice,大厦；大建筑物
3388,edit,编辑；校订；编辑工作
3389,edition,版本
3390,editor,编者，编辑；社论撰写人；编辑装置
3391,editorial,编辑的；社论的；社论
3392,educate,教育；培养；训练
3393,education,教育；培养；教育学
3394,educational,教育的；有教育意义的
3395,educationist,教育家；教育理论家
3396,educator,教育家；教育工作者；教师
3397,eel,鳗鱼；鳝鱼
3398,eerie,可怕的；怪异的
3399,efface,抹去，抹掉；使自己不受人注意
3400,effect,影响；效果；作用；产生；达到目的
3401,effective,有效的，起作用的；实际的，实在的；给人深刻印象
3402,effeminate,柔弱的；女人气的；女子气的男人；使柔弱；使无男子汉气概；变得无男子汉气概；变得柔弱
3403,efficacy,功效，效力
3404,efficiency,效率；效能；功效
3405,efficient,有效率的；有能力的；生效的
3406,effluent,污水；流出物；废气；流出的，发出的
3407,effort,努力；成就
3408,effusive,流出的；感情横溢的
3409,egalitarian,平等主义的；平等主义；平等主义者
3410,egg,蛋；卵子；家伙；鸡蛋；煽动；怂恿
3411,eggplant,茄子；深紫色的
3412,ego,自我；自负；自我意识
3413,egocentric,[心理] 自我中心的；利己主义的；利己主义者
3414,egoism,利己主义，自我主义
3415,egoist,自我主义者；利己主义者
3416,egotism,自负；自我中心
3417,eh,啊，嗯！（表示惊奇、疑问等）
3418,eight,八；八个；第八；八的；八字形
3419,eighteen,十八，十八个；十八个的，十八的；十八
3420,eighteenth,第十八的，第十八个的；十八分之一的；第十八；十八分之一
3421,eighth,第八的；八分之一的；第八；八分之一
3422,eightieth,第八十；八十分之一；第八十的；八十分之一的
3423,eighty,八十；八十岁；八十年代；八十的，八十个的；八十岁的；八十
3424,either,两者之中任一的；两者之中每一的；任何一个；也（用于否定句或否定词组后）；根本；任一，两方，随便哪一个；两者中的一个或另一个
3425,ejaculate,突然说出；射出；一次射出的精液
3426,eject,喷射；驱逐，逐出
3427,elaborate,精心制作的；详尽的；煞费苦心的；精心制作；详细阐述；从简单成分合成（复杂有机物）
3428,elapse,消逝；时间过去；流逝；时间的过去
3429,elastic,有弹性的；灵活的；易伸缩的；松紧带；橡皮圈
3430,elasticity,弹性；弹力；灵活性
3431,elated,兴高采烈的；得意洋洋的；使兴奋（elate的过去式和过去分词）
3432,elbow,肘部；弯头；扶手；推挤；用手肘推开
3433,elder,老人；长辈；年长者；父辈；年长的；年龄较大的；资格老的
3434,elderly,上了年纪的；过了中年的；稍老的
3435,eldest,最年长的；年事最高的（old的最高级）；最年长者
3436,elect,选出的；当选的；卓越的；被选的人；特殊阶层；上帝的选民；选举；选择；推选
3437,election,选举；当选；选择权；上帝的选拔
3438,electioneering,竞选活动；竞选活动的；从事选举活动（electioneer的ing形式）
3439,elector,选举人；有选举权的人；总统选举人
3440,electorate,选民；选区
3441,electric,电的；电动的；发电的；导电的；令人震惊的；电；电气车辆；带电体
3442,electrical,有关电的；电气科学的
3443,electrician,电工；电气技师
3444,electricity,电力；电流；强烈的紧张情绪
3445,electrify,使电气化；使充电；使触电；使激动
3446,electrocute,（美）以电椅处死；使触电致死
3447,electrode,顽皮雷弹
3448,electromagnet,电磁体，[电] 电磁铁；电磁石
3449,electron,电子
3450,electronic,电子的；电子电路；电子器件
3451,electronics,电子学；电子工业
3452,electroplate,电镀；电镀物品
3453,electroscope,[电] 验电器
3454,electrostatic,静电的；静电学的
3455,elegance,典雅；高雅
3456,elegant,高雅的，优雅的；讲究的；简炼的；简洁的
3457,element,元素；要素；原理；成分；自然环境
3458,elemental,基本的；主要的；自然力的；四大要素的（土、水、气、火）
3459,elementary,基本的；初级的；[化学] 元素的
3460,elephant,象；大号图画纸
3461,elevate,提升；举起；振奋情绪等；提升…的职位
3462,elevation,高地；海拔；提高；崇高；正面图
3463,elevator,电梯；升降机；升降舵；起卸机
3464,eleven,十一；十一个；十一的；十一个的
