序号,核心词汇,简要解释
2317,draw,画，划；拖；拨出
2318,drawer,抽屉
2319,drawing,图画，素描；绘图
2320,dread,畏惧；恐怖；惧怕
2321,dream,梦；梦想；做梦
2322,dress,女服，童装；服装
2323,drift,漂流，漂泊；漂流
2324,drill,钻头；操练；钻孔
2325,drink,饮；喝；饮料
2326,drip,滴下；漏水；水滴
2327,drive,驾驶；打入；驱
2328,driver,驾驶员，司机
2329,drop,使落下；降低
2330,drought,旱灾，干旱
2331,drown,淹死，溺死
2332,drug,药，药物，药材
2333,drum,鼓；鼓状物，圆桶
2334,drunk,醉的；陶醉的
2335,dry,干的，干燥的
2336,duck,鸭，雌鸭；鸭肉
2337,due,预期的；应给的
2338,dull,枯燥的；不鲜明的
2339,dumb,哑的；无言的
2340,dump,倾卸，倾倒；倾销
2341,durable,耐久的，耐用的
2342,duration,持续，持久
2343,during,在…期间
2344,dusk,薄暮，黄昏，幽暗
2345,dust,尘土，灰尘
2346,duty,职责；责任；税
2347,dwelling,住处，寓所
2348,dye,染；染料；染色
2349,dying,垂死的；临终的
2350,dynamic,有活力的；动力的
2351,each,各，各自；各
2352,eager,渴望的，热切的
2353,eagle,鹰
2354,ear,耳朵；听力，听觉
2355,early,早；早的，早期的
2356,earn,赚得，挣得；获得
2357,earnest,认真的，诚恳的
2358,earth,地球；陆地，地面
2359,earthquake,地震；大震荡
2360,ease,容易，舒适；缓和
2361,easily,容易地；舒适的
2362,east,东；东部；在东方
2363,eastern,东方的；朝东的
2364,easy,容易的；安逸的
2365,eat,吃，喝；吃饭
2366,echo,回声，反响；重复
2367,economic,经济的，经济学的
2368,economical,节约的；经济学的
2369,economy,经济；节约，节省
2370,edge,边缘，边；刀口
2371,edition,版，版本，版次
2372,editor,编辑，编者，校订者
2373,educate,教育；培养；训练
2374,education,教育；训导；教育学
2375,effect,结果；效果，效力
2376,effective,有效的；有影响的
2377,efficiency,效率；功效，效能
2378,efficient,效率高的，有能力的
2379,effort,努力；努力的成果
2380,egg,蛋，鸡蛋，卵
2381,eight,八，八个，第八
2382,eighteen,十八，十八个
2383,eighth,第八；八分之一
2384,eighty,八十，八十个
2385,either,(两者)任何一个
2386,elaborate,复杂的；精心制作的
2387,elastic,松紧带；有弹性的
2388,elbow,肘，肘部；弯管
2389,elder,年龄较大的；长者
2390,elect,选举，推选；选择
2391,election,选举，选择权；当选
2392,electric,电的，电动的
2393,electrical,电的，电气科学的
2394,electricity,电，电学；电流
2395,electron,电子
2396,electronic,电子的
2397,electronics,电子学
2398,element,成分；要素；元素
2399,elementary,基本的；初级的
2400,elephant,象
2401,elevator,电梯；升降机
2402,eleven,十一，十一个
2403,eleventh,第十一(个)
2404,eliminate,消灭，消除，排除
2405,elimination,消灭，排除，消除
2406,else,其它，另外；别的
2407,elsewhere,在别处，向别处
2408,embarrass,使窘迫，使为难
2409,embrace,拥抱；包括；包围
2410,emerge,出现，涌现；冒出
2411,emergency,紧急情况，突然事件
2412,emit,散发；发射；发表
2413,emotion,情感，感情；激动
2414,emotional,感情的，情绪的
2415,emperor,皇帝
2416,emphasis,强调，重点，重要性
2417,emphasize,强调，着重
2418,empire,帝国
2419,employ,雇用；用；使忙于
2420,employee,受雇者，雇员，雇工
2421,employer,雇佣者，雇主
2422,employment,工业；雇用；使用
2423,empty,空的；空洞的
2424,enable,使能够，使可能
2425,enclose,围住，圈起；附上
2426,encounter,遭遇，遇到；遭遇
2427,encourage,鼓励，支持，助长
2428,end,末端；目标；结束
2429,ending,结尾，结局；死亡
2430,endless,无止境的
2431,endure,忍受；容忍
2432,enemy,敌人；仇敌；敌兵
2433,energy,活力；精力；能
2434,enforce,实施，执行；强制
2435,engage,使从事于；聘用
2436,engine,发动机，引擎；机车
2437,engineer,工程师，技师
2438,engineering,工程，工程学
2439,England,英格兰；英国
2440,English,英语；英国人的
2441,Englishman,英国男子
2442,enjoy,享受；欣赏，喜爱
2443,enlarge,扩大，扩展；放大
2444,enormous,巨大的，庞大的
2445,enough,足够的；足够地
2446,ensure,保证；保护；赋予
2447,enter,走进，进入；参加
2448,entertain,使欢乐；招待
2449,enthusiasm,热情，热心，热忱
2450,enthusiastic,热情的，热心的
2451,entire,全部的，整个的
2452,entitle,给…权利(或资格)
2453,entrance,入口，门口；进入
2454,entry,入口处；登记；进入
2455,envelope,信封；封套；封皮
2456,environment,环境，外界；围绕
2457,envy,妒忌；羡慕
2458,equal,相等的；平等的
2459,equality,等同，平等；相等
2460,equation,方程(式)；等式
2461,equip,装备，配备
2462,equipment,装备，设备，配备
2463,equivalent,相等的；等量的
2464,era,时代，年代；纪元
2465,erect,建造；使竖立
2466,error,错误，谬误；差错
2467,escape,逃跑；逸出；逃跑
2468,especially,特别，尤其，格外
2469,essay,短文，散文，小品文
2470,essential,必要的，本质的
2471,establish,建立，设立；确立
2472,establishment,建立，设立，确立
2473,estimate,估计，评价；估计
2474,Europe,欧洲
2475,European,欧洲的；欧洲人
2476,evaluate,评价，估…的价
2477,evaporate,使蒸发；蒸发
2478,eve,前夜，前夕，前一刻
2479,even,甚至；甚至更，还
2480,evening,傍晚，黄昏，晚上
2481,event,事件，大事；事变
2482,eventually,终于；最后
2483,ever,在任何时候；曾经
2484,every,每一的；每隔…的
2485,everybody,每人，人人
2486,everyday,每天的，日常的
2487,everyone,每人，人人
2488,everything,每件事，事事
2489,everywhere,到处，处处
2490,evidence,根据；证据，证人
2491,evident,明显的，明白的
2492,evil,邪恶；祸害；坏的
2493,evolution,进化，演化；发展
2494,evolve,使进化；使发展
2495,exact,确切的；精确的
2496,exactly,确切地；恰恰正是
2497,exaggerate,夸大，夸张
2498,exam,考试；检查，细查
2499,examination,考试；检查，细查
2500,examine,检查，仔细观察
2501,example,例子，实例；模范
2502,exceed,超过，胜过；超出
2503,exceedingly,极端地，非常
2504,excellent,优秀的，杰出的
2505,except,除…之外
2506,exception,例外，除外
2507,excess,超越；过量；过度
2508,excessive,过多的，极度的
2509,exchange,交换；交流；交换
2510,excite,使激动；引起
2511,exciting,令人兴奋的
2512,exclaim,呼喊；惊叫
2513,exclude,把…排除在外
2514,exclusively,专门地
2515,excursion,远足；短途旅行
2516,excuse,原谅；免除；借口
2517,execute,将…处死；实施
2518,executive,执行的；执行者
2519,exercise,锻炼，训练；练习
2520,exert,尽(力)，运用
2521,exhaust,使筋疲力尽；用尽
2522,exhibit,显示；陈列，展览
2523,exhibition,展览，陈列；展览会
2524,exist,存在；生存，生活
2525,existence,存在，实在；生存
2526,exit,出口；退场；退出
2527,expand,扩大；使膨胀
2528,expansion,扩大，扩充；扩张
2529,expect,预料，预期；等待
2530,expectation,期待，期望，预期
2531,expense,花费，消费；费用
2532,expensive,昂贵的，花钱多的
2533,experience,经验，感受；经历
2534,experiment,实验；试验
2535,experimental,实验的，试验的
2536,expert,专家；熟练的
2537,explain,解释；为…辩解
2538,explanation,解释，说明；辩解
2539,explode,使爆炸；爆炸
2540,exploit,剥削；利用；开拓
2541,explore,探险，探索
2542,explosion,爆炸，爆发，炸裂
2543,explosive,炸药；爆炸的
2544,export,输出，出口；运走
2545,expose,使暴露；揭露
2546,exposure,暴露；揭露；曝光
2547,express,表示；快车，快递
2548,expression,词句；表达；表情
2549,extend,延长；扩大；致
2550,extension,延长部分；伸展
2551,extensive,广阔的；广泛的
2552,extent,广度；范围；程度
2553,exterior,外部的；对外的
2554,external,外部的，外面的
2555,extra,额外的；特别地
2556,extraordinary,非同寻常的，特别的
2557,extreme,极度的；尽头的
2558,extremely,极端，极其，非常
2559,eye,眼睛；眼力；鉴赏力
2560,eyesight,视力，目力
2561,fable,寓言；虚构的故事
2562,fabric,织物，纺织品；结构
2563,face,脸；表面；外表
2564,facility,设备；容易；便利
2565,fact,事实；实际，实情
2566,factor,因素；因子，系数
2567,factory,工厂，制造厂
2568,faculty,才能，能力；系，科
2569,fade,褪色；逐渐消失
2570,Fahrenheit,华氏温度计
2571,fail,失败；失灵；不能
2572,failure,失败；失败的人
2573,faint,微弱的；虚弱的
2574,fair,公平的；相当的
2575,fairly,相当；公平地
2576,faith,信任，信心；信仰
2577,faithful,忠诚的；如实的
2578,fall,落下；跌倒；陷落
2579,FALSE,不真实的；伪造的
2580,fame,名声，名望
2581,familiar,熟悉的；冒昧的
2582,family,家，家庭；家族
2583,famine,饥荒；严重的缺乏
2584,famous,著名的，出名的
2585,fan,(运动等)狂热爱好者
2586,fancy,想象力；设想；爱好
2587,far,远的；远，遥远
2588,fare,车费，船费，票价
2589,farewell,再会；告别
2590,farm,农场，农庄；饲养场
2591,farmer,农民，农夫；农场主
2592,farther,更远地；更远的
2593,fashion,样子，方式；风尚
2594,fashionable,流行的，时髦的
2595,fast,快的；偏快的；快
2596,fasten,扎牢，扣住
2597,fatal,致命的；命运的
2598,fate,命运，天数
2599,father,父亲；神父；创始人
2600,fatigue,疲劳，劳累
2601,fault,缺点；过失；故障
2602,faulty,有错误的，有缺点的
2603,favour,好感；赞同；恩惠
2604,favourable,有利的；赞成的
2605,favourite,特别受喜爱的
2606,fear,害怕；担心；害怕
2607,fearful,害怕的，可怕的
2608,feasible,可行的；可能的
2609,feast,盛宴，筵席；节日
2610,feather,羽毛；翎毛；羽状物
2611,feature,特征，特色；面貌
2612,February,二月
2613,federal,联邦的；联盟的
2614,fee,费，酬金；赏金
2615,feeble,虚弱的；微弱的
2616,feed,喂(养)；吃饲料
2617,feedback,回授，反馈，反应
2618,feel,有知觉；触，摸
2619,feeling,感情；感觉，知觉
2620,fellow,人，家伙；伙伴
2621,female,雌性的动物；女子
2622,fence,栅栏
2623,fertile,肥沃的；多产的
2624,fertilizer,肥料
2625,festival,节日；音乐节
2626,fetch,拿来；请来，接去
2627,fever,发热，发烧；狂热
2628,few,很少的；少数的
2629,fibre,纤维，纤维质
2630,fiction,小说；虚构，杜撰
2631,field,田野；田；运动场
2632,fierce,凶猛的，狂热的
2633,fifteen,十五；十五个
2634,fifth,第五；五分之一
2635,fifty,五十，五十个
2636,fight,打(仗)；斗争
2637,figure,数字；外形；人物
2638,file,档案；把…归档
2639,fill,装满，盛满；占满
2640,film,影片；胶卷；薄层
2641,filter,过滤；滤纸
2642,final,最后的；决定性的
2643,finally,最后；不可更改的
2644,finance,财政，金融；财源
2645,financial,财政的，金融的
2646,find,找到；发觉；找出
2647,finding,发现；调查的结果
2648,fine,美好的；纤细的
2649,finger,手指；指状物
2650,finish,完成，结束；结束
2651,fire,火；火灾；开火
2652,fireman,消防队员；司炉工
2653,firm,商行，商号，公司
2654,first,第一；最初
2655,fish,鱼，鱼肉；钓鱼
2656,fisherman,渔民，渔夫，打鱼人
2657,fist,拳(头)
2658,fit,适合；安装；适合
2659,five,五，五个，第五
2660,fix,使固定；决定
2661,flag,旗，旗帜；旗舰旗
2662,flame,火焰；光辉；热情
2663,flare,闪耀；使闪亮
2664,flash,闪光；闪，闪烁
2665,flat,平的，扁平的
2666,flavour,味，味道；风味
2667,fleet,舰队；船队，机群
2668,flesh,肉，肌肉；肉体
2669,flexible,易弯曲的；灵活的
2670,flight,航班；飞行；逃跑
2671,float,漂浮；使漂浮
2672,flock,羊群，群；大量
2673,flood,洪水；淹没
2674,floor,地板；楼层
2675,flour,面粉，粉；粉状物质
2676,flourish,繁荣，茂盛，兴旺
2677,flow,流动；飘垂；涨潮
2678,flower,花，花卉；开花
2679,flu,流行性感冒
2680,fluent,流利的，流畅的
2681,fluid,流体，液体
2682,flush,奔流；(脸)发红
2683,fly,蝇，苍蝇；飞行
2684,focus,聚焦，注视；焦点
2685,fog,雾；烟雾，尘雾
2686,fold,折叠；合拢；褶
2687,folk,人们，家属，亲属
2688,follow,跟随；结果是
2689,following,接着的；下列的
2690,fond,喜爱的；溺爱的
2691,food,食物，食品，养料
2692,fool,蠢人，傻子；欺骗
2693,foolish,愚蠢的；鲁莽的
2694,foot,脚；最下部；英尺
2695,football,足球比赛；足球
2696,footstep,脚步；脚步声；足迹
2697,for,为；给；因为
2698,forbid,禁止，不许；阻止
2699,force,强迫；力，力量
2700,forecast,预测，预报；预示
2701,forehead,额头，前部
2702,foreign,外国的；外来的
2703,foreigner,外国人
2704,foremost,最初的；第一流的
2705,forest,森林；森林地带
2706,forever,永远，总是，老是
2707,forget,忘记，遗忘
2708,forgive,原谅，饶恕，宽恕
2709,fork,餐叉；叉；分叉
2710,form,形式；形状；形成
2711,formal,正式的；礼仪上的
2712,formation,形成；构成；形成物
2713,former,在前的；前者
2714,formula,公式，式
2715,forth,向前；向外，往外
2716,fortnight,两星期，十四天
2717,fortunate,幸运的，侥幸的
2718,fortunately,幸运地，幸亏
2719,fortune,命运，运气；财产
2720,forty,四十，第四十
2721,forward,向前；今后，往后
2722,found,创立，创办；建立
2723,foundation,基础；地基；基金
2724,fountain,泉水，喷泉；源泉
2725,four,四，四个，第四
2726,fourteen,十四，第十四
2727,fourth,第四，四分之一
2728,fox,狐狸；狡猾的人
2729,fraction,小部分；片断；分数
2730,fragment,碎片，破片，碎块
2731,frame,框架，框子；构架
2732,framework,框架，构架，结构
2733,France,法国，法兰西
2734,frank,坦白的，直率的
2735,free,自由的；空闲的
2736,freedom,自由；自主
2737,freely,自由地；直率地
2738,freeze,冻；结冻；使结冰
2739,freight,货运；货物；运费
2740,French,法国的；法国人
2741,frequency,屡次；次数；频率
2742,frequent,时常发生的；经常的
2743,frequently,时常，常常
2744,fresh,新的；新鲜的
2745,friction,摩擦，摩擦力
2746,Friday,星期五
2747,fridge,电冰箱
2748,friend,朋友，友人
2749,friendly,友好的，友谊的
2750,friendship,友谊，友好
2751,frighten,使惊恐，吓唬
2752,frog,蛙
2753,from,从…来；离开
2754,front,前面的；前部
2755,frontier,边境；边疆；新领域
2756,frost,冰冻，严寒；霜
2757,frown,皱眉，蹙额
2758,fruit,水果；果实；成果
2759,fruitful,多产的；肥沃的
2760,fry,油煎，油炸，油炒
2761,fuel,燃料；给…加燃料
2762,fulfil,履行；满足；完成
2763,full,满的；完全的
2764,fun,乐趣，娱乐；玩笑
2765,function,功能；职务；函数
2766,fund,资金；基金；存款
2767,fundamental,基础的，基本的
2768,funeral,葬礼，丧礼，丧葬
2769,funny,古怪的；滑稽的
2770,fur,软毛；毛皮，裘皮
2771,furious,狂怒的；狂暴的
2772,furnace,炉子，熔炉；鼓风炉
2773,furnish,供应，提供；装备
2774,furniture,家具；装置，设备
2775,further,更远地；更远的
2776,furthermore,而且，此外
2777,future,将来，未来；前途
2778,gain,获得；增加；增进
2779,gallery,长廊，游廊；画廊
2780,gallon,加仑
2781,game,游戏；比赛；猎物
2782,gang,一帮，一伙
2783,gap,缺口；间隔；差距
2784,garage,车库；加油站
2785,garbage,垃圾，污物，废料
2786,garden,花园，菜园；公园
2787,gardener,园丁，花匠
2788,gas,煤气；气体；汽油
2789,gaseous,气体的，气态的
2790,gasoline,(美)汽油
2791,gasp,气喘，喘息
2792,gate,大门；篱笆门
2793,gather,聚集；集合vt收集
2794,gauge,量，测量；量器
2795,gay,快乐的；鲜明的
2796,gaze,凝视，盯，注视
2797,general,总的；一般的n将军
2798,generally,一般地；通常地
2799,generate,发生；引起；生殖
2800,generation,一代，一代人；产生
2801,generator,发电机；发生者
2802,generous,慷慨的；宽厚的
2803,genius,天才，天赋，天资
2804,gentle,和蔼的；轻柔的
2805,gentleman,绅士；有教养的人
2806,gently,有礼貌地；柔和地
2807,genuine,真的；真正的
2808,geography,地理，地理学
2809,geometry,几何，几何学
2810,germ,微生物，细菌，幼芽
2811,German,德国的；德国人
2812,Germany,德意志，德国
2813,gesture,姿势，手势；姿态
2814,get,变得，成为；到达
2815,ghost,鬼，灵魂；鬼魂
2816,giant,巨人；巨物
2817,gift,礼物，赠品；天赋
2818,girl,女孩子，姑娘；女儿
2819,give,做，作；送给
2820,glad,高兴的；乐意的
2821,glance,看一下；一瞥
2822,glare,瞪眼
2823,glass,玻璃；玻璃杯
2824,glide,滑动；消逝；滑行
2825,glimpse,瞥见；一瞥，一看
2826,glitter,闪闪发光；闪光
2827,globe,地球，世界；地界仪
2828,gloomy,黑暗的；令人沮丧的
2829,glorious,光荣的；壮丽的
2830,glory,光荣；荣誉的事
2831,glove,手套
2832,glow,白热光；发白热光
2833,glue,胶，胶水；胶合
2834,go,去；走；变为
2835,goal,球门；得分；目的
2836,goat,山羊
2837,God,神，神像；上帝
2838,gold,金；钱财；金制的
2839,golden,金色的；极好的
2840,golf,高尔夫球
2841,good,好的；有本事的
2842,goodness,优良，德性，仁慈
2843,goods,货物，商品
2844,goose,鹅，雌鹅
2845,govern,统治，治理；支配
2846,government,政府；治理；政治
2847,governor,州长；主管人员
2848,gown,长袍，长外衣
2849,grace,优美，文雅；雅致
2850,graceful,优美的，优雅的
2851,gracious,有礼貌的；仁慈的
2852,grade,给…分等级；等级
2853,gradual,逐渐的；渐进的
2854,gradually,逐渐地，逐步地
2855,graduate,毕业生；大学毕业
2856,grain,谷物，谷粒；颗粒
2857,grammar,语法；语法书
2858,grammatical,语法上的
2859,gramme,克(重量单位)
2860,grand,宏伟的；重大的
2861,granddaughter,孙女，外孙女
2862,grandfather,祖父；外祖父
2863,grandmother,祖母，外祖母
2864,grandson,孙子，外孙子
2865,grant,授给物；授予
2866,grape,葡萄；葡萄藤
2867,graph,(曲线)图，图表
2868,grasp,抓紧；掌握；抓
2869,grass,草；牧草；草地
2870,grateful,感激的；令人愉快的
2871,gratitude,感激，感谢，感恩
2872,grave,坟墓；严重的
2873,gravity,重力，引力；严重性
2874,gray,灰色的；灰色
2875,great,大的；伟大的
2876,greatly,大大地，非常
2877,greedy,贪吃的；贪婪的
2878,Greek,希腊的；希腊人
2879,green,绿色的；绿色
2880,greenhouse,温室，玻璃暖房
2881,greet,问候，招呼；反应
2882,greeting,问候，招呼，致敬
2883,grey,灰色的；灰色
2884,grieve,使悲痛；悲痛
2885,grind,磨(碎)；磨快
2886,grip,握紧，抓牢；紧握
2887,groan,哼，呻吟；呻吟
2888,grocer,食品商；杂货商
2889,grocery,食品杂货店
2890,gross,总的；严重的
2891,ground,地；场地；根据
2892,group,小组，群；聚集
2893,grow,生长；变得；增长
2894,growth,增长；增长量；生长
2895,guarantee,保证；担保物
2896,guard,守卫；看守；卫兵
2897,guess,猜测，推测
2898,guest,客人，宾客；旅客
2899,guidance,引导，指导，领导
2900,guide,导游者；给…导游
2901,guilty,内疚的；有罪的
2902,gulf,海湾
2903,gum,口香糖；树胶
2904,gun,枪，炮，手枪
2905,gunpowder,黑色火药；有烟火药
2906,gymnasium,体育馆，健身房
2907,habit,习惯；习性
2908,habitual,习惯性的，惯常的
2909,hair,头发，毛发；毛
2910,haircut,理发
2911,half,半，一半；一半的
2912,hall,门厅；过道；会堂
2913,halt,停止；立定；停住
2914,hamburger,汉堡包，牛肉饼
2915,hammer,锤，榔头；锤击
2916,hand,手；人手；指针
2917,handful,一把；少数，一小撮
2918,handkerchief,手帕
2919,handle,柄，把手；拿，触
2920,handsome,英俊的；相当大的
2921,handwriting,笔迹，手迹，书法
2922,handy,手边的；便于使用的
2923,hang,挂，悬；吊死
2924,happen,发生；碰巧，恰好
2925,happiness,幸福，幸运；快乐
2926,happy,快乐的；幸福的
2927,harbour,海港，港口；庇护
2928,hard,硬的；困难的
2929,harden,使变硬；变硬
2930,hardly,几乎不，简直不
2931,hardship,艰难，困苦
2932,hardware,五金器具；硬件
2933,hare,野兔
2934,harm,伤害，损害；损害
2935,harmful,有害的
2936,harmony,调合，协调，和谐
2937,harness,治理；马具，挽具
2938,harsh,严厉的；刺耳的
2939,harvest,收获，收成；收割
2940,haste,急速，急忙；草率
2941,hasten,催促；赶紧
2942,hasty,急速的；仓促的
2943,hat,帽子(一般指有边的)
2944,hatch,孵出；(蛋)孵化
2945,hate,恨，憎恨；不喜欢
2946,hateful,可恨的，可恶的
2947,hatred,憎恶，憎恨，仇恨
2948,have,aux已经；有；吃
2949,hawk,鹰，隼
2950,hay,干草
2951,hazard,危险；公害
2952,he,(主格)他
2953,head,头；上端；率领
2954,headache,头痛；头痛的事
2955,heading,标题，题词，题名
2956,headline,大字标题；新闻提要
2957,headmaster,校长
2958,headquarters,司令部；总部
2959,heal,治愈；使和解
2960,health,健康，健康状况
2961,healthy,健康的；有益健康的
2962,heap,(一)堆；大量
2963,hear,听见；审讯；听说
2964,heart,心，内心；勇气
2965,heat,热，炎热；变热
2966,heating,加热，供暖
2967,heaven,天堂；天，天空
2968,heavily,重重地；大量地
2969,heavy,重的；大的；充满的
2970,hedge,篱笆，树篱；障碍物
2971,heel,脚后跟，踵，后跟
2972,height,高，高度；高处
2973,heir,后嗣，继承人
2974,helicopter,直升机
2975,hell,地狱；极大的痛苦
2976,hello,喂
2977,helmet,头盔，钢盔
2978,help,帮助；援助；帮手
2979,helpful,给予帮助的；有用的
2980,helpless,无助的；无能的
2981,hen,母鸡，雌禽
2982,hence,因此，所以；今后
2983,her,(宾格)她；她的
2984,herd,兽群，牧群；放牧
2985,here,这里；向这里
2986,hero,男主角；英雄；勇士
2987,heroic,英雄的；英勇的
2988,heroine,女主角；女英雄
2989,hers,她的(所有物)
2990,herself,她自己；她亲自
2991,hesitate,犹豫，踌躇；含糊
2992,hi,嗨(表示问候等)
2993,hide,把…藏起来；隐瞒
2994,high,高的；高级的；高
2995,highly,高度地，很，非常
2996,highway,公路；大路
2997,hill,小山，山岗；丘陵
2998,hillside,(小山)山腰，山坡
2999,him,(宾格)他
3000,himself,他自己；他亲自
3001,hint,暗示，示意；建议
3002,hire,租借；租用，雇用
3003,his,他的，他的东西
3004,historical,历史的，有关历史的
3005,history,历史；个人经历
3006,hit,打；碰撞；击
3007,hobby,业余爱好，癖好
3008,hold,拿住；掌握；拥有
3009,hole,洞；孔眼，裂开处
3010,holiday,假日，节日；假期
3011,hollow,空的；空洞的
3012,holy,神圣的；圣洁的
3013,home,家；家乡；家庭的
3014,honest,诚实的；可敬的
3015,honesty,诚实，正直
3016,honey,蜜，蜂蜜；甜，甜蜜
3017,honeymoon,蜜月
3018,honour,光荣；尊敬，敬意
3019,honourable,诚实的；光荣的
3020,hook,钩，挂钩；钩住
3021,hope,希望
3022,hopeful,有希望的
3023,hopeless,没有希望的，绝望的
3024,horizon,地平线；眼界，见识
3025,horizontal,地平的；水平的
3026,horn,号角；警报器；角
3027,horror,恐怖；战栗；憎恶
3028,horse,马；马科动物
3029,horsepower,马力
3030,hospital,医院
3031,host,主人；东道主
3032,hostess,女主人；空姐
3033,hostile,敌方的；不友善的
3034,hot,热的；刺激的；辣的
3035,hotel,旅馆
3036,hour,小时；时间，时刻
3037,house,房屋，住宅；商号
3038,household,家庭，户；家务
3039,housewife,家庭主妇
3040,how,怎么；怎样；多少
3041,however,然而；不管怎样
3042,huge,巨大的，庞大的
3043,human,人的，人类的；人
3044,humble,谦逊的；地位低下的
3045,humid,湿的，湿气重的
3046,humorous,富于幽默的，诙谐的
3047,humour,幽默，诙谐，幽默感
3048,hundred,百，百个；许多
3049,hunger,饿，饥饿；渴望
3050,hungry,饥饿的；渴望的
3051,hunt,打猎；搜寻；追猎
3052,hurry,赶紧；催促
3053,hurt,使受伤；使痛心
3054,husband,丈夫
3055,hut,小屋，棚屋
3056,hydrogen,氢
3057,I,(主格)我
3058,ice,冰，冰块；冰镇
3059,idea,想法；思想；意见
3060,ideal,理想的；观念的
3061,identical,完全相同的；同一的
3062,identify,认出，识别，鉴定
3063,idiom,习语，成语
3064,idle,空闲的；懒散的
3065,if,假如，如果
3066,ignorant,不知道的；无知的
3067,ignore,不顾，不理，忽视
3068,ill,有病的；坏的；坏
3069,illegal,不合法的，非法的
3070,illness,病，疾病
3071,illustrate,(用图等)说明
3072,illustration,说明，图解；例证
3073,image,像；形象；映象
3074,imaginary,想象中的，假想的
3075,imagination,想象；想象力；空想
3076,imagine,想象，设想；料想
3077,imitate,模仿，仿效；仿制
3078,immediate,立即的；直接的
3079,immediately,立即；直接地
3080,immense,巨大的；极好的
3081,immigrant,移民；移民的
3082,impact,影响，作用；冲击
3083,impatient,不耐烦的，急躁的
3084,implication,含义，暗示，暗指
3085,imply,暗示，意指
3086,import,输入，进口
3087,importance,重要；重要性
3088,important,重要的；有势力的
3089,impose,把…强加；征(税)
3090,impossible,不可能的，办不到的
3091,impress,给…深刻印象
3092,impression,印；印象；印记
3093,impressive,给人印象深刻的
3094,imprison,关押，监禁；限制
3095,improve,使更好；改善
3096,improvement,改进，改善；改进处
3097,in,在…里ad进，入
3098,inch,英寸
3099,incident,发生的事；事件
3100,incline,斜坡；使倾斜
3101,include,包括，包含
3102,income,收入；收益；进款
3103,incorrect,不正确的，错误的
3104,increase,增加
3105,increasingly,日益，越来越多地
3106,indeed,真正地；确实
3107,indefinite,不明确的；不定的
3108,independence,独立，自主，自立
3109,independent,独立的；自主的
3110,index,索引；指数；指标
3111,India,印度
3112,Indian,印度的；印度人
3113,indicate,标示，表示；表明
3114,indication,指示；表示；表明
3115,indifferent,冷漠的；不积极的
3116,indignant,愤慨的，义愤的
3117,indirect,间接的；不坦率的
3118,indispensable,必不可少的，必需的
3119,individual,个别的；独特的
3120,indoors,在室内，在屋里
3121,industrial,工业的；产业的
3122,industrialize,使工业化
3123,industry,工业，产业；勤劳
3124,inefficient,效率低的，无能的
3125,inevitable,不可避免的，必然的
3126,inexpensive,花费不多的，廉价的
3127,infant,婴儿；婴儿的
3128,infect,传染；感染
3129,infer,推论，推断；猜想
3130,inferior,下等的；劣等的
3131,infinite,无限的；无数的
3132,influence,影响；势力；影响
3133,influential,有影响的；有权势的
3134,inform,通知，向…报告
3135,information,消息，信息；通知
3136,inhabit,居住于，栖息于
3137,inhabitant,居民，住户
3138,inherit,继承(传统等)
3139,initial,最初的；词首的
3140,injection,注射，注入；充满
3141,injure,伤害，损害，损伤
3142,injury,损害，伤害；受伤处
3143,ink,墨水，油墨
3144,inn,小旅店；小酒店
3145,inner,内部的；内心的
3146,innocent,清白的，幼稚的
3147,input,输入；投入的资金
3148,inquire,打听，询问；调查
3149,inquiry,询问，打听；调查
3150,insect,昆虫，虫
3151,insert,插入；嵌入；登载
3152,inside,在…里面；内部
3153,insist,坚持；坚持要求
3154,inspect,检查，审查；检阅
3155,inspection,检查，审查；检阅
3156,inspire,鼓舞；给…以灵感
3157,install,安装，设置
3158,installation,安装；装置；设施
3159,instance,例子，实例，事例
3160,instant,瞬间；立即的
3161,instantly,立即，即刻
3162,instead,代替，顶替；反而
3163,instinct,本能；直觉；生性
3164,institute,研究所；学院
3165,institution,协会；制度，习俗
3166,instruct,教；指示；通知
3167,instruction,命令；教学；教训
3168,instrument,仪器；工具；乐器
3169,insufficient,不足的；不适当的
3170,insult,侮辱，凌辱
3171,insurance,保险；保险费
3172,insure,给…保险；确保
3173,intellectual,知识分子；智力的
3174,intelligence,智力；理解力；情报
3175,intelligent,聪明的；理智的
3176,intend,想要，打算；意指
3177,intense,强烈的；紧张的
3178,intensity,强烈，剧烈；强度
3179,intensive,加强的；精耕细作的
3180,intention,意图，意向，目的
3181,intentional,故意的，有意识的
3182,interaction,相互作用；干扰
3183,interest,兴趣；利益；利息
3184,interesting,有趣的，引人入胜的
3185,interfere,干涉，干预；妨碍
3186,interference,干涉，干预；阻碍
3187,interior,内的；内地的n内部
3188,intermediate,中间的；中级的
3189,internal,内的；国内的
3190,international,国际的，世界(性)的
3191,interpret,解释，说明；口译
3192,interpretation,解释；口译
3193,interpreter,译员，口译者
3194,interrupt,打断，打扰；中止
3195,interruption,中断，打断；障碍物
3196,interval,间隔；休息；间距
3197,interview,接见；会见；面谈
3198,intimate,亲密的；个人的
3199,into,进，入；进入到
3200,introduce,介绍；引进，传入
3201,introduction,介绍；引进；引言
3202,invade,入侵，侵略；侵袭
3203,invasion,入侵，侵略；侵犯
