序号,核心词汇,简要解释
1782,even,平稳的，均匀的
1783,identical,同一的；恒等的
1784,likeness,同样；类似，相似
1785,simultaneous,同时的，同时存在的
1786,accessory,同谋，帮凶；附属的
1787,homogeneous,同类的
1788,coordinate,同等的
1789,whilst,同时；然而
1790,notify,通知，告知；报告
1791,advertise,登广告
1792,correspondence,通信；相关；相似
1793,popularity,通俗性；普及，流行
1794,inflation,通货膨胀，物价飞涨
1795,currency,通货；货币
1796,entry,入口，通道；条目
1797,customary,通常的；照惯例的
1798,ordinarily,通常，大概
1799,hydrocarbon,烃，碳氢化合物
1800,resignation,听从，屈从，顺从
1801,blacksmith,铁匠，锻工
1802,ferrous,铁的；亚铁的
1803,adjoin,贴近，毗连；靠近
1804,hop,（人）单足跳
1805,skip,蹦跳着走；跳绳；略过
1806,overlook,眺望；看漏；宽容
1807,regulate,调整，调节，校准
1808,modulate,调整，调节（声音）
1809,settlement,调停；（尤指拓荒者居住的）定居点，村落
1810,mischief,调皮，捣蛋，胡闹
1811,accord,符合；协议
1812,questionnaire,调查表，征求意见表
1813,sweetness,甜蜜，芬芳；愉悦，美好
1814,dessert,甜点心
1815,Catholic,天主教的；天主教徒
1816,astronomy,天文学
1817,embody,体现；包含，收录
1818,theme,题目；主题；主旋律；（句子的）主位；词干
1819,nominate,提名，推荐；任命
1820,finance,提供资金
1821,nourish,提供养分，养育
1822,enhance,提高，增加；改进
1823,elevate,提拔；抬高
1824,purify,提纯，精炼（金属）
1825,raise,提出，发起，发出
1826,introduce,提出（议案等）
1827,peculiarity,特性，独特性；怪癖
1828,individual,特殊的
1829,essential,极其重要的；必不可少的
1830,bore,讨厌的人；麻烦事
1831,earthenware,陶器
1832,flee,逃走，逃避
1833,outlaw,逃犯，歹徒
1834,wade,趟（河），跋涉
1835,probe,探针；用探针探查
1836,expedition,探险；探险队
1837,charcoal,炭，木炭；生物炭
1838,plain,坦白的；普通的
1839,negotiate,谈判，交涉，议定
1840,greed,贪心，贪婪
1841,moss,苔藓，地衣
1842,pedal,（自行车的）踏脚，踏板，脚蹬；（汽车或机器的）踏板
1843,thereof,它的，其；由此
1844,trivial,琐碎的；平常的
1845,detail,琐碎，小事
1846,concern,所关切的事；商行
1847,what,所…的
1848,miniature,缩影；缩小的
1849,hurt,（对感情造成的）伤害，创伤
1850,deform,损坏…的形状
1851,deformation,损坏；变形；畸形
1852,fringe,穗，毛边；边缘
1853,scrap,碎片；废料；废弃
1854,random,随机；随机的
1855,garlic,蒜，大蒜
1856,plastic,塑料的；塑性的
1857,shorthand,速记，速记法
1858,scout,搜索，侦察
1859,laundry,送洗衣店去洗的东西
1860,replace,把...放回原处
1861,loosely,松松地，松散地
1862,rear,饲养，培植；抚养
1863,perish,死亡，夭折；枯萎
1864,hiss,嘶嘶声；嘶嘶作声
1865,rip,撕，扯破，划破
1866,speculate,猜测，推测；投机
1867,smuggle,私运，走私
1868,confidence,私房话，秘密，机密
1869,velvet,丝绒制的；柔软光滑的
1870,treasurer,司库，财务主管
1871,exposition,说明，解释；展览会，博览会
1872,preach,说教，布道；鼓吹
1873,observe,说，评述，评论
1874,momentary,瞬息间的，片刻的
1875,instantaneous,瞬间的，即刻的
1876,couch,睡椅，长沙发椅
1877,slumber,睡眠；沉睡状态
1878,buffalo,水牛；水陆坦克
1879,hydraulic,水力的；水力学的
1880,watery,充满水的；与水有关的；湿的；（食物、饮料等）味淡的
1881,rinse,冲洗；嗽（口）
1882,wrestle,摔交；斗争，搏斗
1883,numerical,数字的，数值的
1884,reckon,计算；认为
1885,harp,竖琴；天琴座
1886,erect,直立的
1887,terminology,术语学，术语
1888,proficient,熟练的，精通的
1889,proficiency,熟练，精通
1890,input,输入
1891,grant,拨款
1892,dependant,受赡养者
1893,miser,守财奴，吝啬鬼
1894,trolley,手推车；有轨电车
1895,manuscript,手稿，底稿，原稿
1896,handbook,手册，便览，指南
1897,adoption,收养；采纳，采取
1898,revenue,收入；收入数目
1899,oath,誓言，誓约，宣誓
1900,vow,誓言，誓约，许愿
1901,pledge,誓言；使发誓
1902,indoor,室内的；室内进行的
1903,wholesome,对健康有益的
1904,moderately,适度地，适中
1905,fitting,适当的；配件
1906,fitness,适当，恰当；健康
1907,vision,视力；眼力，想象力
1908,attendant,侍者；（要人的）侍从；（病人的）护理人员
1909,occurrence,发生的事
1910,snob,势利小人
1911,snobbish,势利的，谄上欺下的
1912,influence,势力，权势
1913,municipal,市的，市立的
1914,conform,使遵守；一致
1915,automate,使自动化
1916,divert,使转向；转移
1917,specialize,使专门化，专业化
1918,hazard,使遭危险；危险
1919,standardize,使与标准比较
1920,lengthen,使延长，变长
1921,shame,使羞愧；玷辱
1922,freshen,使显得新鲜
1923,distinguish,使显出特色，使杰出
1924,evaporate,使脱水，发散蒸气
1925,ventilate,使通风，使换气
1926,moor,使停泊；使固定
1927,resign,使顺从，使听任于
1928,perfect,使熟练，使改善
1929,infect,使受影响
1930,lubricate,使润滑，加润滑油
1931,soften,使软化，变温和
1932,facilitate,使容易；助长
1933,acquaint,使认识，使了解
1934,tiresome,使人厌倦的，讨厌的
1935,sorrowful,使人伤心的；悲伤的
1936,blaze,使燃烧，燃烧
1937,subdue,使屈服，征服
1938,bend,使屈从，屈从
1939,suit,使配合，彼此协调
1940,confront,使面对；使对证
1941,paralyse,使麻痹，使瘫痪
1942,deafen,使聋
1943,subject,使隶属
1944,terrify,使恐怖，使惊吓
1945,insulate,使绝缘，使绝热
1946,integrate,使结合，使并入
1947,alternate,使交替；交替的
1948,degrade,使降低；使堕落
1949,minimize,使减到最小
1950,mingle,使混合，混合起来
1951,interconnect,使互相联系
1952,reconcile,使和好；调停
1953,oblige,使感激；施恩惠于
1954,enrich,使富裕；使丰富
1955,embarrass,使…陷入困境
1956,decay,使腐朽，使腐烂
1957,contrast,使对比；形成对比
1958,baffle,使挫折；迷惑
1959,mature,使成熟，成熟
1960,ice,使成冰，结冰
1961,overload,使超载
1962,tangle,使缠结，使纠缠
1963,sweeten,使变甜，变甜
1964,thicken,使变厚（或粗、密）
1965,establish,使…被接受
1966,develop,使（底片）显影
1967,jog,慢跑（尤作为锻炼）
1968,engage,使（齿轮等）啮合
1969,vector,矢量；飞机航线
1970,nourishment,食物；营养（情况）
1971,pantry,食品柜，餐具室
1972,experimentally,实验上，实验性地
1973,experimentation,实验；试验
1974,virtual,实际上的，实质上的
1975,execution,实行，执行；处死刑
1976,quartz,石英
1977,graphite,石墨，石墨电极
1978,whitewash,石灰水；粉饰
1979,limestone,石灰石
1980,humidity,湿气；湿度
1981,handout,施舍物，救济品
1982,verse,诗，韵文；诗节
1983,unemployment,失业；失业人数
1984,disgrace,失宠，耻辱，丢脸
1985,residual,剩余的；残余的
1986,remainder,剩余（物）；余数
1987,excel,胜过，杰出
1988,stiff,生硬的
1989,ecology,生态学；个体生态学
1990,hide,生皮，兽皮，皮革
1991,vital,生命的，生机的
1992,producer,生产者；舞台监督
1993,productivity,生产率；多产
1994,productive,生产的；出产…的
1995,hoist,升起，扯起来
1996,kidney,肾，腰子
1997,deliberately,故意地；审慎地
1998,censor,审查，检查
1999,mystery,神秘小说，侦探小说
2000,shrine,神殿，神龛，圣祠
2001,divine,神的；敬神的
2002,deliberate,深思熟虑的；审慎的
2003,profound,见解深刻的；渊博的
2004,trench,深沟；壕沟，战壕
2005,photography,摄影术
2006,editorial,社论，期刊的社论
2007,sociology,社会学
2008,conceive,设想，以为；怀孕
2009,reject,舍弃，抛弃；排斥
2010,serpent,蛇（尤指大蛇或毒蛇）
2011,extravagant,奢侈的；过度的
2012,maid,少女；处女
2013,maiden,少女，未婚女子
2014,scorch,烧焦；枯萎
2015,context,上下文；来龙去脉
2016,Heaven,上帝，神
2017,counsel,商议；忠告；律师
2018,tradesman,商人，店主；手艺人
2019,trader,商人
2020,dealer,商人；毒品贩；发牌者
2021,ware,物品；商品，货物
2022,merchandise,商品，货物
2023,blue,伤心的；下流的
2024,goodness,善良，善行，美德
2025,underwear,衫衣，内衣，贴身衣
2026,cancel,取消
2027,gap,差距；山口，山峡
2028,sift,筛，过滤
2029,shark,鲨鱼；诈骗钱财者
2030,gravel,砂跞；砂砾层；结石
2031,sardine,沙丁鱼
2032,tone,色调，光度
2033,scan,扫描
2034,uproar,骚动，扰乱；喧嚣
2035,prose,散文
2036,emission,散发；传播；发出物
2037,stroll,散步，溜达，闲逛
2038,triangular,三角的；三者间的
2039,mute,弱音器
2040,choice,入选者；优等的
2041,tolerant,容忍的；有耐力的
2042,commodity,日用品，商品，物品
2043,routine,日常的；常规
2044,undertaking,任务，事业；承诺
2045,deem,认为，相信，想
2046,awake,认识到
2047,recognition,认出，识别
2048,identification,身份证；认出，鉴定
2049,merciful,仁慈的，宽大的
2050,hostage,人质
2051,pitch,沥青
2052,personnel,人事部门
2053,humanity,人类；人性，人情
2054,personality,人格，个性；名人
2055,thermal,热的；温热的
2056,tropic,回归线；热带地区
2057,tropical,热带的；（天气）湿热的
2058,concession,让步，迁就
2059,combustion,燃烧
2060,whisker,髯，连鬓胡子
2061,flock,群集，聚集
2062,conviction,确信，信服，深信
2063,certainty,确实性，确信，确实
2064,positively,确定的，断然
2065,quantify,确定…的数量
2066,deficient,缺乏的；欠缺的
2067,deficiency,缺乏；不足
2068,scarcity,缺乏，不足
2069,flaw,缺点，瑕疵
2070,induce,劝诱；引起
2071,persuasion,劝说，说服
2072,claim,权利，所有权
2073,late,去世不久的
2074,extract,取出；提取；摘录
2075,crank,曲柄；用曲柄转动
2076,expel,开除；驱逐；排出
2077,dissipate,驱散；消散；浪费
2078,spherical,球形的，球面的
2079,global,全球的
2080,Jupiter,木星；丘庇特
2081,plea,请愿，请求，恳求
2082,petition,请愿；向…请愿
2083,sight,景象；名胜，风景
2084,mistress,情妇，情人
2085,mosque,清真寺
2086,cleanliness,清洁
2087,inclination,倾斜，点头；斜坡
2088,rap,轻敲击声；敲击
2089,rash,轻率的；鲁莽的
2090,bronze,青铜色
2091,industrious,勤劳的，勤奋的
2092,admiration,钦佩；赞美，羡慕
2093,agreeable,惬意的；同意的
2094,section,部分
2095,segment,切片，部分；段，节
2096,slit,切开；狭长的切口
2097,hardy,强壮的，耐劳的
2098,compulsory,强迫的，义务的
2099,constraint,限制，束缚，约束
2100,mighty,强大的；巨大的
2101,thoughtless,欠考虑的；自私的
2102,denounce,谴责，声讨；告发
2103,pious,虔诚的；虔奉宗教的
2104,lobby,前厅，（剧院的）门廊
2105,consistent,前后一致的，连贯的
2106,predecessor,前辈，前任者
2107,visa,签证
2108,modesty,谦逊；端庄
2109,gracious,谦和的
2110,migrate,迁移，移居
2111,kilowatt,千瓦（特）
2112,pertinent,恰当的；有关的
2113,apt,恰当的；聪明的
2114,utensil,器皿，用具
2115,maple,槭树，枫树
2116,follower,信徒，追随者
2117,siren,汽笛，警报器
2118,motel,汽车游客旅馆
2119,garage,汽车修理站
2120,motorway,汽车道，快车路
2121,hitherto,迄今，到目前为止
2122,barometer,气压计，睛雨表
2123,pant,气喘
2124,jack,起重器；传动装置
2125,scratch,（某人皮肤上的）划痕，划伤
2126,count,起拆理由，罪状
2127,message,启示，要旨，教训
2128,enlighten,启发，开导；启蒙
2129,implore,乞求，恳求，哀求
2130,knight,骑士，武士；爵士
2131,marvel,奇迹；惊奇；惊奇
2132,subsequently,其后，其次，接着
2133,cheat,欺诈；骗取
2134,periodical,期刊，杂志
2135,currently,当前
2136,universally,普遍地，一般地
2137,bushel,蒲式耳（容量单位）
2138,raisin,葡萄干
2139,fracture,破裂；裂痕；破裂
2140,destructive,破坏（性）的，危害的
2141,bankrupt,破产的；使破产
2142,persecute,迫害，残害
2143,incline,坡度
2144,flask,瓶
2145,tack,平头钉；钉住
2146,terrace,平台，阳台，露台
2147,civilian,平民；平民的
2148,tranquil,平静的；稳定的
2149,equation,平衡；反应式
2150,equilibrium,平衡，均衡；均衡论
2151,commonplace,平凡的；平常话
2152,frequency,频繁，屡次；频率
2153,barren,贫瘠的；不孕的
2154,float,漂浮物；浮标，木筏
2155,bleach,漂白，变白
2156,flake,片，薄片
2157,deflection,偏斜，歪斜；偏差
2158,prejudice,偏见，成见；损害
2159,adjacent,毗连的；紧接着的
2160,cape,披肩，斗篷；海角
2161,clash,冲突，抵触；碰撞声
2162,collide,碰撞；冲突，抵触
2163,ingredient,配料，成分
2164,shell,炮弹，猎枪子弹
2165,battery,炮组，排炮
2166,foam,泡沫塑料；泡沫
2167,bypass,旁通管；绕过
2168,limp,蹒跚，跛行；跛行
2169,stagger,蹒跚，使摇晃
2170,ascend,攀登，登高
2171,dispatch,派遣；调度；急件
2172,faction,派别，宗派，小集团
2173,hover,徘徊；傍徨；翱翔；盘旋
2174,drainage,排水；下水道
2175,range,排列
2176,clap,拍手喝采声；霹雳声
2177,reptile,爬行动物
2178,overhear,偶然听到；偷听
2179,ohm,欧姆
2180,hostess,女主人；旅馆女老板
2181,feminine,女性的；女子气的
2182,waitress,女侍者，女服务员
2183,goddess,女神
2184,blouse,女衬衫；罩衫
2185,coward,懦怯的，胆小的
2186,radiator,暖气片；散热器
2187,strive,努力，奋斗，力求
2188,mess,弄脏，弄乱，搞糟
2189,distortion,歪曲；畸变
2190,shorten,弄短，缩小，减少
2191,Saturn,土星
2192,milky,牛奶的；乳白色的
2193,wrench,拧，扭伤；拧
2194,wring,拧，挤，扭，榨
2195,peer,凝视
2196,nickel,镍；镍币
2197,junior,年少者；晚辈
2198,annually,年年，每年
2199,practicable,能实行的；适用的
2200,capability,能力，才能
2201,basin,内海；盆地；流域
2202,interior,内部；内部的
2203,tickle,挠，胳肢；逗乐
2204,incredible,难以置信的，惊人的
2205,difficult,难以满足的
2206,refugee,难民，流亡者
2207,pumpkin,南瓜
2208,polar,南（北）极的；极性的
2209,masculine,男性的
2210,baron,男爵；贵族；巨商
2211,endurance,耐久力，持久力
2212,sodium,钠
2213,pasture,牧场
2214,intent,目不转睛的，热切的
2215,end,目标，目的
2216,oyster,牡蛎
2217,magician,魔法师；变戏法的人
2218,skyscraper,摩天楼
2219,module,模块；组件
2220,ambiguous,模棱两可的；分歧的
2221,feel,摸起来
2222,destiny,命运，天数
2223,doom,厄运，毁灭；注定
2224,proposition,命题，主题；提议
2225,bid,报价；命令
2226,destine,命定，注定；预定
2227,sensible,明显的，感觉得到的
2228,explicit,明晰的；直率的
2229,decidedly,明确地，坚决地
2230,formulation,表述方式
2231,brightness,明亮，辉煌，聪明
2232,classic,名著；不朽的
2233,promptly,敏捷地，迅速地
2234,sensitivity,敏感（性）；灵敏性
2235,representation,描写；陈述；代表
2236,nursery,苗圃
2237,deposition,免职，罢免
2238,confidential,秘密的；亲信的
2239,enchant,迷住；用魔法迷惑
2240,fascinate,迷住，迷人
2241,superstition,迷信，迷信行为
2242,stray,迷路；迷路的
2243,perplex,迷惑，困惑，难住
2244,bewilder,迷惑，把…弄糊涂
2245,snap,猛咬；突然折断
2246,hurl,猛投；猛冲
2247,jerk,猛地一拉，急拉
2248,ally,盟国；同盟者，伙伴
2249,threshold,门槛；入门，开端
2250,charm,魅力；妩媚；迷人
2251,fair,美丽的
2252,offensive,冒犯的；进攻的
2253,pore,毛孔，气孔，细孔
2254,fuss,大惊小怪；忙乱
2255,cartoon,动画片；漫画
2256,vine,蔓，藤，藤本植物
2257,expire,满期，到期；断气
2258,bull,买空的证券投机商
2259,wharf,码头，停泊所
2260,circus,马戏；马戏团
2261,filter,滤过
2262,ass,傻瓜，蠢笨的人；驴
2263,propeller,螺旋桨，推进器
2264,spiral,螺旋（形）的，盘旋的
2265,nut,螺帽，螺母
2266,Roman,古罗马人；罗马人
2267,thesis,论文；论题，论点
2268,forum,论坛，讨论会
2269,oval,卵形的；卵形
2270,video,录像的
2271,reed,芦笛，牧笛
2272,leakage,漏，泄漏；漏出物
2273,hug,搂；紧紧拥抱
2274,stairway,楼梯
2275,monopoly,垄断；独占，专利
2276,bridle,马笼头；马勒；束缚；抑制
2277,willow,柳树，柳木
2278,streamline,流线；流线型
2279,rascal,流氓，恶棍，无赖
2280,prevalent,流行的；盛行的
2281,exile,流放；被流放者
2282,flux,流；涨潮；流量
2283,track,留下足迹
2284,gramophone,留声机
2285,otherwise,另外；在其他方面
2286,province,领域，范围，职权
2287,consul,领事
2288,retail,零售
2289,flexible,灵活的，可变通的
2290,inspiration,灵感；妙想；鼓舞
2291,grove,林子，小树林，园林
2292,neighbouring,邻近的，接壤的
2293,vicinity,邻近；附近地区
2294,fission,裂开；分裂生殖
2295,prey,猎物；捕获
2296,martyr,烈士，殉难者
2297,grin,咧着嘴笑
2298,expect,料想，认为
2299,quantitative,量的；定量的
2300,blush,脸红，害臊；脸红
2301,allied,联合的；联姻的
2302,ripple,涟漪，细浪，波纹
2303,mitten,连指手套
2304,attachment,爱慕；附件；连接物
2305,junction,连接点，汇合处
2306,chestnut,栗子；栗树；栗色
2307,exceptional,优越的；例外的
2308,solar,利用太阳光的
2309,impose,将（想法、信仰等）强加于（某人）
2310,utilization,利用，效用
2311,stereo,立体声；立体声的
2312,cubic,立方体的；立方的
2313,legislation,立法；法规
2314,historian,历史学家；编史家
2315,historic,历史的；历史性的
2316,mechanics,力学，机械学
2317,intellect,理智，智力，才智
2318,ideally,理想地；理论上
2319,abstract,理论上的；抽象派作品
2320,slang,俚语；行话，黑话
2321,courtesy,礼貌，谦恭
2322,twilight,黄昏
2323,ion,离子
2324,excursion,（尤指集体）远足，短途旅行
2325,grim,严厉的
2326,prism,棱镜；棱柱（体）
2327,troublesome,困难的
2328,analogue,类似物
2329,similarity,类似，相似；类似点
2330,flank,肋，肋腹；侧面
2331,comprehend,了解，理解，领会
2332,optimism,乐观，乐观主义
2333,sophisticated,老于世故的；高级的
2334,straightforward,老实的，坦率的
2335,wasteful,浪费的
2336,idleness,懒惰；赋闲无事
2337,shabby,破旧的；褴褛的
2338,dust,灰尘
2339,flight,溃退，逃跑
2340,rapture,狂喜，欢天喜地
2341,fury,狂怒，暴怒；猛烈
2342,violent,狂暴的
2343,furious,狂暴的；强烈的
2344,satisfaction,满足，愉快
2345,snack,快餐，小吃
2346,rapidity,快，迅速；陡，险峻
2347,parade,夸耀（才能等）
2348,pants,裤子；男用短衬裤
2349,bitterness,苦味，辛酸，苦难
2350,wither,枯萎；使衰弱
2351,clasp,扣住，扣紧，钩住
2352,fastener,扣件，钮扣，揿钮
2353,stammer,口吃地说；口吃
2354,panic,恐慌，惊慌
2355,terrorist,恐怖分子
2356,peacock,孔雀
2357,fantastic,空想的；奇异的
2358,pneumatic,空气的；气动的
2359,aerial,空气的；航空的
2360,spatial,空间的，占据空间的
2361,void,无效的；空的
2362,gnaw,啃，咬断，啮
2363,longing,渴望；显示渴望的
2364,suspicious,可疑的；猜疑的
2365,shady,可疑的，靠不住的
2366,questionable,可疑的，不可靠的
2367,portable,可移动的
2368,grateful,感谢的，感激的
2369,adjustable,可调整的，可校准的
2370,frightful,可怕的；讨厌的
2371,formidable,可怕的；难对付的
2372,dreadful,可怕的；令人畏惧的
2373,monstrous,极大的；可怕的
2374,possibility,可能的事
2375,likelihood,可能（性）
2376,respectable,可敬的；人格高尚的
2377,appreciable,可察觉的
2378,shameful,可耻的；不道德的
2379,comparable,可比较的；类似的
2380,particular,特称的；苛求的
2381,whereby,靠什么；靠那个
2382,ponder,考虑，沉思
2383,exploration,考察；勘探；探查
2384,generosity,慷慨，宽宏大量
2385,discern,弄清楚，辨别；看出，辨出
2386,fell,砍倒（树等）；砍伐
2387,carry,刊登
2388,inaugurate,使就职；开始
2389,initiate,开始，创始；启蒙
2390,commence,开始；获得学位
2391,reclaim,开垦，开拓；回收
2392,evolution,进化
2393,start,开动，着手；开设
2394,unlock,开…的锁；开启
2395,sheriff,郡长
2396,monarch,君主，最高统治者
2397,sovereign,君主；统治的
2398,bugle,军号，喇叭
2399,extinct,绝种的
2400,decisive,决定性的；果断的
2401,govern,决定，支配；控制
2402,winding,蜿蜒曲折的路径；蜿蜒曲折的
2403,curly,卷曲的；有卷毛的
2404,reel,卷，绕
2405,mob,团团围住（名人等）
2406,polymer,聚合物，多聚物
2407,hurricane,飓风，十二级风
2408,sting,剧痛；刺痛；刺
2409,repel,使厌恶；拒绝
2410,gigantic,巨大的；巨人似的
2411,uphold,维护
2412,exemplify,举例证明（解释）
2413,rectangle,矩形，长方形
2414,administration,局（或署、处等）
2415,reside,居住，驻扎；属于
2416,dwell,居住；凝思，细想
2417,induction,就职；归纳推理
2418,Christ,救世主（耶稣基督）
2419,symposium,座谈会
2420,whoever,究竟是谁
2421,rectify,纠正；调整
2422,vein,静脉，血管；矿脉
2423,competitor,竞争者，敌手
2424,competitive,竞争的，比赛的
2425,contend,竞争；坚决主张
2426,alert,警惕的
2427,warning,警告，告诫，鉴诫
2428,whale,鲸
2429,selection,选择；精选的东西
2430,thorough,精心的；详尽的
2431,finely,精细地；美好地
2432,literary,文学的
2433,refinery,精炼厂，提炼厂
2434,vigorous,精力旺盛的，茁壮的
2435,fright,惊吓，恐怖
2436,astonishment,惊奇，惊讶
2437,dismay,惊慌，沮丧，灰心
2438,empirical,经验主义的
2439,longitude,经线，经度
2440,support,经受，承受
2441,economics,经济学；经济
2442,prohibition,禁止；禁令，禁律
2443,shortcut,近路；捷径
2444,inlet,水湾；进口
2445,perfection,尽善尽美；无比精确
2446,notwithstanding,尽管，虽然
2447,prudent,谨慎的；精明的
2448,compact,紧密的；使紧凑
2449,tightly,紧地，牢固地
2450,barely,勉强；仅仅
2451,metallic,金属的
2452,tuna,金枪鱼
2453,henceforth,今后，从今以后
2454,mustard,芥子，芥末
2455,presentation,介绍；呈现
2456,interpret,口译；解释
2457,version,解释
2458,untie,解开，松开；解放
2459,tackle,解决，对付；用具
2460,dissolve,解除（婚约等）
2461,tuberculosis,结核病，肺结核
2462,incorporate,结合，合并，收编
2463,construction,建筑结构
2464,economically,在经济上；节约地
2465,abbreviation,节略，缩写，缩短
2466,thrifty,节俭的
2467,interview,接见，会见，会谈
2468,receiver,接待者；收受者
2469,yeast,酵母
2470,doctrine,教义，主义；学说
2471,tutor,教，指导
2472,disillusion,觉醒，使觉醒
2473,horn,角状物；喇叭形物
2474,reef,礁，礁石，暗礁
2475,coke,焦炭
2476,symphony,交响乐；交响乐团
2477,intercourse,交际，往来，交流
2478,soy,大豆，黄豆；酱油
2479,parachute,降落伞
2480,degradation,降级；退化；衰变
2481,oar,桨
2482,discourse,讲话，演说，讲道
2483,ginger,姜，生姜
2484,splash,溅泼；泼水；溅泼声
2485,architect,建筑师；创造者
2486,theory,（未证明的）见解，看法，推测
2487,clip,剪；剪辑报刊
2488,diminish,减少，减小
2489,lessen,减少，变少
2490,inspector,检查员；巡官
2491,reserve,缄默，自我克制
2492,challenge,艰巨任务
2493,enterprise,艰巨的事业；事业心
2494,resolute,坚决的，果敢的
2495,firmness,坚固，坚定，稳固
2496,sturdy,牢固的；坚定的
2497,steady,稳定的，扎实的
2498,stability,稳定
2499,insistent,坚持的
2500,persistence,坚持；持续，存留
2501,persevere,坚持，不屈不挠
2502,shrill,尖声的；尖声地叫
2503,bridge,架桥于，用桥连接
2504,rate,价格；对…评定
2505,hypothesis,假设；前提
2506,sham,假冒；膺品；假装
2507,fake,假货，膺品；假的
2508,presume,假定，假设，揣测
2509,beetle,甲虫
2510,clamp,夹住，夹紧；夹子
2511,sandwich,夹入，挤进
2512,homely,家常的
2513,fowl,家禽；禽肉
2514,poultry,家禽
2515,heater,加热器
2516,deepen,（使色泽等）加浓
2517,heighten,加高，提高；增加
2518,line,加衬里于
2519,stillness,寂静，无声
2520,lodging,寄宿，住宿；住所
2521,successor,继承人，继任者
2522,succession,继承（权）
2523,quarterly,季度的（地）
2524,craft,技巧
2525,souvenir,纪念品
2526,documentary,纪录的；文献的
2527,marginal,边缘的；记在页边的
2528,terminal,计算机终端；线接头
2529,scheme,计划，搞阴谋
2530,geometrical,几何学的
2531,bazaar,集市，廉价商店
2532,gathering,集会，聚会，聚集
2533,set,集（合）
2534,disorder,疾病，小病
2535,complaint,疾病，病痛
2536,forthcoming,即将到来的；现成的
2537,polarity,（人、意见或观念的）截然相反，截然对立；极性
2538,extreme,极端不同的性质
2539,guitar,吉他，六弦琴
2540,timely,及时的；适时的
2541,irritate,激怒；引起不愉快
2542,drastic,激烈的；严厉的
2543,severe,艰难的；简朴的
2544,Christian,基督教的
2545,elemental,基本的；自然力的
2546,radical,基本的；激进的
2547,ultimate,首要的；基本的
2548,energetic,积极的；精力旺盛的
2549,muscular,肌肉发达的，强健的
2550,witty,机智的；风趣的
2551,mechanism,机械装置；机制
2552,tact,机敏，圆滑，得体
2553,ingenious,精巧制成的；机灵的
2554,ingenuity,机灵；设计新颖
2555,framework,体制
2556,fence,击剑（术），击剑
2557,stall,货摊，书摊；马厩
2558,fellowship,伙伴关系；联谊会
2559,Mars,火星
2560,ham,火腿
2561,piston,活塞
2562,vigour,活力，精力；元气
2563,cloudy,混浊的；模糊不清的
2564,mixer,搅拌器
2565,engagement,婚约；约会
2566,bribe,贿赂；向…行贿
2567,corrupt,使腐化；腐败的
2568,response,回应
2569,badge,徽章，像章；标志
2570,wield,挥（剑）；行使
2571,locust,蝗虫
2572,wasp,黄蜂
2573,royalty,皇家，王族，皇族
2574,desolate,荒芜的；孤独的
2575,illusion,幻想；错觉；假象
2576,modification,修改
2577,environmental,环境的，环境产生的
2578,pregnant,怀孕的；意义深长的；意义深长的
2579,fossil,化石
2580,glider,滑翔机；滑翔导弹
2581,pulley,滑轮，滑车，皮带轮
2582,slide,滑动，滑行
2583,granite,花岗岩，花岗石
2584,correlate,互相关联的事物
2585,walnut,核桃；胡桃树
2586,arc,弧，弓形物；弧光
2587,exclamation,呼喊，惊叫；感叹
2588,outcome,后果，成果
2589,ruby,红宝石
2590,hit,轰动一时的人（或事）
2591,traverse,横越
2592,transverse,横的
2593,bed,河床，（湖）底
2594,harmonious,和谐的，协调的
2595,monk,和尚，僧侣，修道士
2596,cooperative,合作的；合作社
2597,hinge,合页，折叶，铰链
2598,proper,合乎体统的，正派的
2599,composite,合成的；合成物
2600,synthesis,综合，综合物；（化学或生物学物质的）合成；（用电子方式对声音、语音或音乐的）合成
2601,applause,喝彩；夸奖，称赞
2602,applaud,鼓掌；喝彩
2603,hurrah,好哇，万岁，乌拉
2604,pal,好朋友；同谋
2605,hospitality,好客，殷勤
2606,romantic,好幻想的
2607,howl,嚎叫；哀号；吠
2608,aerospace,航空航天工业
2609,log,航海日志；飞行日志
2610,pedestrian,行人，步行者
2611,move,行动，步骤
2612,hesitate,犹豫；迟疑不决
2613,pest,害虫
2614,strait,海峡
2615,turtle,海龟，玳瑁
2616,custom,海关
2617,seaport,海港，港口，港市
2618,cable,电缆
2619,pirate,海盗
2620,seaside,海滨（胜地）；海边
2621,surplus,过剩，剩余（物资）
2622,overestimate,过高估计
2623,excessively,过分，极端地
2624,excess,过度行为，暴行
2625,orchard,果园
2626,peel,果皮，蔬菜皮
2627,stone,果核，（水果的）硬核
2628,slap,掴；巴掌
2629,inland,国内的；内地的
2630,boiler,锅炉
2631,roller,滚筒；滚柱
2632,valuable,贵重物品，财宝
2633,salmon,鲑，大马哈鱼
2634,silicon,硅（旧名矽）
2635,regulation,规章，规则
2636,regularity,规则性；整齐，端正
2637,define,规定；立（界限）
2638,provision,规定，条款，条项
2639,replacement,取代；置换
2640,spacious,广阔的，广大的
2641,amplitude,振幅；广大；充足
2642,radial,放射状的
2643,photoelectric,光电的
2644,optical,光的；光学的
2645,shrub,灌木，灌木丛
2646,irrigation,灌溉；（医）冲洗法
2647,inertia,惯性；无力
2648,orchestra,管弦乐队
2649,blast,管乐器的声音
2650,pipe,管乐器
2651,coffin,棺材，灵柩
