序号,核心词汇,简要解释
803,crude,粗糙的；天然的，未加工的；粗鲁的；原油；天然的物质
804,cruelty,残酷；残忍；残酷的行为
805,cruise,巡航，巡游；漫游；巡航，巡游；乘船游览
806,crumble,崩溃；破碎，粉碎；面包屑
807,crusade,改革运动；十字军东侵；加入十字军；从事改革运动
808,crush,压碎；弄皱，变形；使…挤入；粉碎；迷恋；压榨；拥挤的人群
809,crust,地壳；外壳；面包皮；坚硬外皮；结硬皮；结成外壳
810,crutch,拐杖；支柱；依靠；胯部；用拐杖支撑；支持
811,crystal,结晶，晶体；水晶；水晶饰品；水晶的；透明的，清澈的
812,cucumber,黄瓜；胡瓜
813,cue,提示，暗示；线索；给…暗示
814,cuisine,烹饪，烹调法
815,cultivate,培养；陶冶；耕作
816,cultural,文化的；教养的
817,cunning,狡猾的；巧妙的；可爱的；狡猾
818,curable,可治愈的；可医治的；可矫正的
819,curb,抑制；路边；勒马绳；控制；勒住
820,curiosity,好奇，好奇心；珍品，古董，古玩
821,curl,使…卷曲；使卷起来；卷曲；卷发；螺旋状物
822,current,现在的；流通的，通用的；最近的；草写的；（水，气，电）流；趋势；涌流
823,curriculum,课程
824,curry,用咖喱烧，给…加咖喱粉；梳刷；鞭打；咖哩粉，咖喱；咖哩饭菜
825,curse,诅咒；咒骂
826,cursor,光标；（计算尺的）[计] 游标，指针
827,curve,曲线；弯曲；曲线球；曲线图表；弯；使弯曲；弯曲的；曲线形的
828,custody,保管；监护；拘留；抚养权
829,customary,习惯的；通常的；习惯法汇编
830,cyclone,旋风；[气象] 气旋；飓风
831,cylinder,圆筒；汽缸；[数] 柱面；圆柱状物
832,cynical,愤世嫉俗的；冷嘲的
833,czar,（帝俄的）沙皇，皇帝；独裁者
834,dagger,匕首，短剑；用剑刺
835,dairy,奶制品；乳牛；制酪场；乳品店；牛奶及乳品业；乳品的；牛奶的；牛奶制的；产乳的
836,damage,损害；损毁；赔偿金；损害；损毁
837,damn,谴责；罚…下地狱；一点；诅咒；可恶的；非常；讨厌
838,damp,使潮湿；使阻尼；使沮丧，抑制；潮湿，湿气；潮湿的
839,Danish,丹麦的；丹麦人的；丹麦语（文）的；丹麦语
840,darken,使变暗；使模糊
841,darling,心爱的人；亲爱的
842,dart,投掷，投射；使迅速突然移动；飞镖，标枪；急驰，飞奔；（虫的）螯；飞快的移动
843,day,一天；时期；白昼；每天；经常在白天地；日间的；逐日的
844,daydream,做白日梦；白日梦
845,daze,使茫然；使眼花缭乱；使晕眩；迷乱，眼花缭乱
846,dazzle,耀眼的光；灿烂；使……目眩；使……眼花
847,deadly,致命的；非常的；死一般的；非常；如死一般地
848,deadweight,自重；载重量；重负
849,deafen,使聋；淹没
850,deal,处理；给予；分配；发牌；交易；（美）政策；待遇；份量
851,dean,院长；系主任；教务长；主持牧师
852,deathly,死一般的；致命的；死了一样地；非常
853,debt,债务；借款；罪过
854,debut,初次登台；开张；初次登台
855,decade,十年，十年期；十
856,decay,衰退，[核] 衰减；腐烂，腐朽
857,deceased,已故的；死者；[法] 被继承人；死亡（decease的过去式）
858,deceit,欺骗；谎言；欺诈手段
859,decent,正派的；得体的；相当好的
860,decibel,分贝
861,decimal,小数的；十进位的；小数
862,decisive,决定性的；果断的，坚定的
863,deck,甲板；行李仓；露天平台；装饰；装甲板；打扮
864,declaration,（纳税品等的）申报；宣布；公告；申诉书
865,declare,宣布，声明；断言，宣称
866,decline,下降；衰退；斜面；下降；衰落；谢绝
867,decorative,装饰性的；装潢用的
868,decrease,减少，减小；减少量；减少，减小
869,decree,法令；判决；命令；颁布；注定；判决
870,dedicate,致力；献身；题献
871,deduce,推论，推断；演绎出
872,default,拖欠；不履行；不到场；违约；缺席；缺乏；系统默认值
873,defect,缺点，缺陷；不足之处；变节；叛变
874,defendant,辩护的；为自己辩护的；被告
875,defiance,蔑视；挑战；反抗
876,deficient,不足的；有缺陷的；不充分的
877,deficit,赤字；不足额
878,define,定义；使明确；规定；(Define)人名；(英)德法恩；(葡)德菲内
879,deflect,使转向；使偏斜；使弯曲
880,defy,藐视；公然反抗；挑衅；使落空；挑战；对抗
881,delegate,委派…为代表；代表
882,deliberate,故意的；深思熟虑的；从容的；仔细考虑；商议
883,delicacy,美味；佳肴；微妙；精密；精美；敏锐，敏感；世故，圆滑
884,delicate,微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
885,delight,高兴
886,delinquency,行为不良，违法犯罪；失职，怠工
887,delivery,[贸易] 交付；分娩；递送
888,delta,（河流的）三角洲；德耳塔（希腊字母的第四个字）
889,delusion,迷惑，欺骗；错觉；幻想
890,demanding,苛求的；要求高的；吃力的；要求；查问（demand的ing形式）
891,demerit,缺点，短处；过失
892,democratic,民主的；民主政治的；大众的
893,demolish,拆除；破坏；毁坏；推翻；驳倒
894,den,贼窝，私室；兽穴，窝巢；小房间；藏到洞里；住在肮脏简陋的小房间里；把……赶进洞穴
895,denomination,面额；名称；教派
896,denote,表示，指示
897,denounce,谴责；告发；公然抨击；通告废除
898,dense,稠密的；浓厚的；愚钝的
899,dental,牙科的；牙齿的，牙的；齿音
900,deny,否定，否认；拒绝给予；拒绝…的要求
901,depart,离开；出发，起程；违反；去世；逝世的
902,dependence,依赖；依靠；信任；信赖
903,dependent,依靠的；从属的；取决于…的；依赖他人者；受赡养者
904,depict,描述；描画
905,deploy,配置；展开；使疏开；部署
906,deport,驱逐出境；举止；放逐；(Deport)人名；(捷)德波特；(法)德波尔
907,deposit,存款；押金；订金；保证金；沉淀物；使沉积；存放
908,depot,仓库；停车场；航空站；把…存放在储藏处；药性持久的
909,depreciation,折旧；贬值
910,depress,压抑；使沮丧；使萧条
911,deprive,使丧失，剥夺
912,deputy,代理人，代表；副的；代理的
913,derelict,玩忽职守的；无主的；被抛弃了的；遗弃物；玩忽职守者；被遗弃的人
914,derive,源于；得自；获得；(Derive)人名；(法)德里夫
915,descend,下降；下去；下来；遗传；屈尊
916,descent,下降；血统；袭击；除去…的气味；使…失去香味
917,descriptive,描写的，叙述的；描写性的
918,desert,遗弃；放弃；逃跑；沙漠；荒原；应得的赏罚；沙漠的；荒凉的；不毛的
919,deserted,荒芜的；被遗弃的；遗弃（desert的过去式和过去分词）
920,deserve,应受，应得
921,designate,指定；指派；标出；把…定名为；指定的；选定的
922,designer,设计师；谋划者；由设计师专门设计的；享有盛名的；赶时髦的
923,desirable,令人满意的；值得要的；合意的人或事物
924,desire,欲望；要求，心愿；性欲；想要；要求；希望得到…
925,desktop,桌面；台式机
926,desolate,荒凉的；无人烟的；使荒凉；使孤寂
927,despair,绝望；令人绝望的人或事；绝望，丧失信心
928,desperate,不顾一切的；令人绝望的；极度渴望的
929,despise,轻视，鄙视
930,despite,尽管，不管；轻视；憎恨；侮辱
931,despot,专制君主，暴君；独裁者
932,destined,注定的；命定的；去往…的；注定（destine的过去式和过去分词）
933,destruction,破坏，毁灭；摧毁
934,detail,细节，详情；详述；选派
935,detain,拘留；留住；耽搁
936,detect,察觉；发现；探测
937,detention,拘留；延迟；挽留
938,deter,制止，阻止；使打消念头；(Deter)人名；(德)德特尔
939,detergent,清洁剂；去垢剂
940,deteriorate,恶化，变坏
941,detriment,损害；伤害；损害物
942,devil,魔鬼；撒旦；家伙；恶棍；淘气鬼；冒失鬼；虐待，折磨；（用扯碎机）扯碎；（替作家，律师等）做助手；抹辣味料烤制或煎煮
943,devise,设计；想出；发明；图谋；遗赠给；遗赠
944,devote,致力于；奉献
945,devour,吞食；毁灭
946,dew,珠，滴；露水；清新；（露水等）弄湿；结露水
947,dewdrop,露珠；露滴
948,diagnose,诊断；断定
949,dialect,方言，土话；同源语；行话；个人用语特征；方言的
950,diameter,直径
951,dictate,命令；口述；使听写；命令；指示
952,diction,用语；措词
953,diesel,柴油机；柴油；（俚）健康的身体；内燃机传动的；供内燃机用的
954,dietary,规定的食物；饮食的规定；食谱；饮食的，饭食的，规定食物的
955,difference,差异；不同；争执
956,different,不同的；个别的，与众不同的
957,differential,微分的；差别的；特异的；微分；差别
958,diffuse,弥漫的；散开的；扩散；传播；漫射
959,digestion,消化；领悟
960,digit,数字；手指或足趾；一指宽
961,dignified,庄严的；有尊严的；高贵的；使高贵（dignify的过去式）
962,dike,堤防，堤坝；障碍物；（英）壕沟；筑堤防护；开沟排水（等于dyke）
963,dilemma,困境；进退两难；两刀论法
964,diligence,勤奋，勤勉；注意的程度
965,dilute,稀释的；淡的；稀释；冲淡；削弱
966,dim,暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的；使暗淡，使失去光泽；使变模糊；笨蛋，傻子
967,dime,一角硬币
968,dimension,方面;[数] 维；尺寸；次元；容积 vt标出尺寸；规格的
969,diminish,使减少；使变小
970,diner,用餐者；路边小饭店；餐车式简便餐厅
971,dinosaur,恐龙；过时、落伍的人或事物
972,dioxide,二氧化物
973,diplomacy,外交；外交手腕；交际手段
974,direct,直接的；直系的；亲身的；恰好的；管理；指挥；导演；指向；直接地；正好；按直系关系
975,disable,使失去能力；使残废；使无资格
976,disapproval,不赞成；不喜欢
977,disastrous,灾难性的；损失惨重的；悲伤的
978,disbelief,怀疑，不信
979,disc,圆盘，[电子] 唱片（等于disk）；灌唱片
980,discard,抛弃；放弃；丢弃；抛弃；被丢弃的东西或人
981,discern,识别；领悟，认识
982,discharge,解雇；卸下；放出；免除；排放；卸货；解雇
983,disciple,门徒，信徒；弟子
984,discipline,学科；纪律；训练；惩罚；训练，训导；惩戒
985,disclose,公开；揭露
986,disco,迪斯科舞厅；的士高
987,discord,不和；不调和；嘈杂声；不一致；刺耳
988,discourage,阻止；使气馁
989,discourse,论述；谈话；演讲；演说；谈论；讲述
990,discover,发现；发觉
991,discrepancy,不符；矛盾；相差
992,discretion,自由裁量权；谨慎；判断力；判定；考虑周到
993,discriminate,歧视；区别；辨别
994,discrimination,歧视；区别，辨别；识别力
995,disdain,蔑视；鄙弃
996,disfavour,不赞成；冷待；不赞成；不喜欢
997,disguise,掩饰；假装；隐瞒；伪装；假装；用作伪装的东西
998,disgust,厌恶，嫌恶；使厌恶；使作呕
999,disgusted,厌恶的；厌烦的；使恶心；使讨厌（disgust的过去分词）
1000,dishwasher,洗碗工；洗碟机
1001,disinfect,将…消毒
1002,dismal,凄凉的，忧郁的；阴沉的，沉闷的；低落的情绪
1003,dismay,沮丧，灰心；惊慌；使沮丧；使惊慌
1004,dismiss,解散；解雇；开除；让离开；不予理会、不予考虑
1005,dismissal,解雇；免职
1006,dispatch,派遣；急件；派遣；分派
1007,dispel,驱散，驱逐；消除（烦恼等）
1008,dispensary,药房；（学校、兵营或工厂的）诊疗所；防治站
1009,dispense,分配，分发；免除；执行
1010,displace,取代；置换；转移；把…免职；排水
1011,display,显示；炫耀；显示；表现；陈列；展览的；陈列用的
1012,displeasure,不愉快；不满意；悲伤
1013,dispose,处理；处置；安排；处置；性情
1014,disposition,处置；[心理] 性情；[军] 部署；倾向
1015,dispute,辩论；怀疑；阻止；抗拒；辩论；争吵
1016,disqualify,取消…的资格
1017,disregard,忽视；不理；漠视；不顾；忽视；不尊重
1018,disrupt,破坏；使瓦解；使分裂；使中断；使陷于混乱；分裂的，中断的；分散的
1019,dissatisfaction,不满；令人不满的事物
1020,dissatisfy,不满足；使……感觉不满
1021,dissect,切细；仔细分析
1022,dissent,不同意；不信奉国教；异议；（大写）不信奉国教
1023,dissertation,论文，专题；学术演讲
1024,dissident,持不同政见者，意见不同的人；持不同政见的，意见不同的
1025,distant,遥远的；冷漠的；远隔的；不友好的，冷淡的
1026,distaste,厌恶；讨厌；厌恶；不喜欢；不喜欢
1027,distil,蒸馏；提炼；渗出
1028,distinct,明显的；独特的；清楚的；有区别的
1029,distinction,区别；差别；特性；荣誉、勋章
1030,distinguish,区分；辨别；使杰出，使表现突出
1031,distort,扭曲；使失真；曲解
1032,distract,转移；分心
1033,distress,危难，不幸；贫困；悲痛；使悲痛；使贫困
1034,distribute,分配；散布；分开；把…分类
1035,distrust,不信任
1036,disturbance,干扰；骚乱；忧虑
1037,ditch,在…上掘沟；把…开入沟里；丢弃；沟渠；壕沟
1038,diver,潜水者；跳水的选手；潜鸟
1039,diverse,不同的；多种多样的；变化多的
1040,divert,转移；使…欢娱；使…转向；(Divert)人名；(法)迪韦尔
1041,divide,划分；除；分开；使产生分歧；[地理] 分水岭，分水线
1042,division,[数] 除法；部门；分配；分割；师（军队）；赛区
1043,dock,码头；船坞；被告席；尾巴的骨肉部分；使靠码头；剪短
1044,dockyard,[船] 造船厂；海军工厂
1045,doctrine,主义；学说；教义；信条
1046,documentary,记录的；文件的；记实的；纪录片
1047,dodge,躲闪；托词；躲避，避开
1048,dogged,顽强的；顽固的；跟踪；尾随（dog的过去式）
1049,dolphin,海豚
1050,dome,圆屋顶；成圆顶状；加圆屋顶于…上
1051,domestic,国内的；家庭的；驯养的；一心只管家务的；国货；佣人
1052,dominate,控制；支配；占优势；在…中占主要地位
1053,domino,多米诺骨牌；面具；化装外衣
1054,don,先生，阁下；指导教师，大学教师；穿上
1055,donate,捐赠；捐献
1056,donut,炸面圈；环状线圈（等于doughnut）
1057,doom,厄运；死亡；判决；世界末日；注定；判决；使失败
1058,dose,剂量；一剂，一服；服药
1059,doubtful,可疑的；令人生疑的；疑心的；不能确定的
1060,doubtless,无疑地；确定地；大概，多半；无疑的；确定的
1061,dough,生面团；金钱
1062,dove,鸽子；鸽派人士；潜水（dive的过去式）
1063,downcast,沮丧的；低垂的；气馁的；倒台；俯视的目光；向下转换
1064,downfall,垮台；衰败；落下；大雨
1065,downpour,倾盆大雨；注下
1066,draft,汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流；起草；制定；征募；初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的
1067,dragon,龙；凶暴的人，凶恶的人；严厉而有警觉性的女人
1068,dragonfly,[昆] 蜻蜓
1069,drain,排水；流干；排水；下水道，排水管；消耗
1070,drastic,激烈的；猛烈的；烈性泻药
1071,draw,画；拉；吸引；平局；抽签
1072,drawback,缺点，不利条件；退税
1073,dread,恐惧；可怕的人（或物）；惧怕；担心；可怕的
1074,dreary,沉闷的，枯燥的
1075,dressing,穿衣；加工；调味品；装饰；梳理；给…穿衣；为…打扮（dress的现在分词）
1076,drift,漂流，漂移；趋势；漂流物；漂流，漂移；漂泊
1077,drill,训练；钻孔机；钻子；播种机；钻孔；训练
1078,drip,滴下；充满；漏下；水滴，滴水声；静脉滴注；使人厌烦的人
1079,drizzle,下毛毛雨；细雨，毛毛雨
1080,droop,下垂；萎靡；凋萎；下垂；消沉
1081,drop,滴；使降低；使终止；随口漏出；滴；落下；空投；微量；滴剂
1082,drought,干旱；缺乏
1083,drowsy,昏昏欲睡的；沉寂的；催眠的
1084,drugstore,[药] 药房（常兼售化妆品、杂志等杂货）；（美）杂货店
1085,drumstick,鸡腿，家禽腿；鼓槌
1086,drunkard,酒鬼，醉汉
1087,dual,双的；双重的；双数；双数词
1088,dubious,可疑的；暧昧的；无把握的；半信半疑的
1089,duchess,公爵夫人；女公爵；雍容华贵的妇女；小老板娘；（澳）盛情款待；讨好；热情款待；讨好
1090,duck,鸭子；鸭肉；（英）宝贝儿；零分；闪避；没入水中
1091,duel,决斗；斗争，抗争；决斗
1092,duke,公爵，（公国的）君主；公爵（种）樱桃
1093,duly,适当地；充分地；按时地；(Duly)人名；(英)杜利
1094,dumb,哑的，无说话能力的；不说话的，无声音的
1095,dummy,虚拟的；假的；傀儡；哑巴；仿制品
1096,dump,倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销；垃圾场；仓库；无秩序地累积
1097,dung,施粪肥于；粪
1098,duplicate,复制；使加倍；副本；复制品；复制的；二重的
1099,durable,耐用的，持久的；耐用品
1100,duster,抹布，掸子；除尘器；打扫灰尘的人
1101,dustpan,簸箕
1102,Dutch,荷兰的；荷兰人的；荷兰语的；荷兰人；荷兰语；费用平摊地；各自付账地
1103,duty,责任；[税收] 关税；职务
1104,dwarf,变矮小；侏儒，矮子；矮小的
1105,dwell,居住；存在于；细想某事
1106,dwindle,减少；变小
1107,dye,染料；染色；染；把…染上颜色
1108,dynamic,动态的；动力的；动力学的；有活力的；动态；动力
1109,dynasty,王朝，朝代
1110,eagerness,渴望；热心
1111,earache,耳朵痛，耳痛
1112,eardrum,鼓膜，耳膜；中耳
1113,earnest,认真的，热心的；重要的；认真；定金；诚挚
1114,earnings,收入
1115,earthly,地球的；尘世的；可能的
1116,ebb,衰退；退潮；衰落；衰退；减少；衰落；潮退
1117,eccentric,古怪的，反常的；古怪的人
1118,echo,反射；重复；回音；效仿
1119,ecology,生态学；社会生态学
1120,economic,经济的，经济上的；经济学的
1121,economy,经济；节约；理财
1122,ecosystem,生态系统
1123,edible,可食用的；食品；食物
1124,edit,编辑；校订；编辑工作
1125,educational,教育的；有教育意义的
1126,eel,鳗鱼；鳝鱼
1127,effect,影响；效果；作用；产生；达到目的
1128,effective,有效的，起作用的；实际的，实在的；给人深刻印象
1129,efficient,有效率的；有能力的；生效的
1130,effort,努力；成就
1131,effusive,流出的；感情横溢的
1132,ego,自我；自负；自我意识
1133,elaborate,精心制作的；详尽的；煞费苦心的；精心制作；详细阐述；从简单成分合成（复杂有机物）
1134,elapse,消逝；时间过去；流逝；时间的过去
1135,elastic,有弹性的；灵活的；易伸缩的；松紧带；橡皮圈
1136,elbow,肘部；弯头；扶手；推挤；用手肘推开
1137,election,选举；当选；选择权；上帝的选拔
1138,electrician,电工；电气技师
1139,electromagnet,电磁体，[电] 电磁铁；电磁石
1140,elegant,高雅的，优雅的；讲究的；简炼的；简洁的
1141,element,元素；要素；原理；成分；自然环境
1142,elevate,提升；举起；振奋情绪等；提升…的职位
1143,elevator,电梯；升降机；升降舵；起卸机
1144,eliminate,消除；排除
1145,ellipse,[数] 椭圆形，[数] 椭圆
1146,elliptical,椭圆的；省略的
1147,elm,[林] 榆树；榆木；榆树的；榆木的
1148,eloquence,口才；雄辩；雄辩术；修辞
1149,eloquent,意味深长的；雄辩的，有口才的；有说服力的；动人的
1150,elsewhere,在别处；到别处
1151,emancipate,解放；释放
1152,embargo,禁止出入港口；禁止或限制贸易；征用或扣押；禁令；禁止；封港令
1153,embark,从事，着手；上船或飞机
1154,embarrass,使局促不安；使困窘；阻碍
1155,embrace,拥抱；信奉，皈依；包含；拥抱
1156,embroider,刺绣；装饰；镶边
1157,embroidery,刺绣；刺绣品；粉饰
1158,embryo,[胚] 胚胎；胚芽；初期；胚胎的；初期的
1159,emerald,绿宝石；[宝] 祖母绿；翠绿色；翠绿色的
1160,emigrate,移居；移居外国
1161,eminent,杰出的；有名的；明显的
1162,emit,发出，放射；发行；发表
1163,emotion,情感；情绪
1164,emotional,情绪的；易激动的；感动人的
1165,emphasis,重点；强调；加强语气
1166,emphatic,着重的；加强语气的；显著的
1167,empirical,经验主义的，完全根据经验的；实证的
1168,employee,雇员；从业员工
1169,employment,使用；职业；雇用
1170,empress,皇后；女皇
1171,empty,空的；无意义的；无知的；徒劳的；使失去；使…成为空的；空车；空的东西
1172,enamel,搪瓷；珐琅；瓷釉；指甲油；彩饰；涂以瓷釉
1173,enchant,使迷惑；施魔法
1174,encounter,遭遇，邂逅；遇到；遭遇，偶然碰见
1175,encyclopaedia,百科全书
1176,endeavour,尽力，竭力；竭力做到，试图或力图（做某事）
1177,endow,赋予；捐赠；天生具有
1178,energetic,精力充沛的；积极的；有力的
1179,enforce,实施，执行；强迫，强制
1180,engage,吸引，占用；使参加；雇佣；使订婚；预定
1181,engineering,工程，工程学；设计；管理（engineer的ing形式）；建造
1182,engrave,雕刻；铭记
1183,engrossed,全神贯注的；专心致志的；全神贯注（engross的过去分词）
1184,engulf,吞没；吞食，狼吞虎咽
1185,enlarge,扩大；放大；详述
1186,enlargement,放大；放大的照片；增补物
1187,enlighten,启发，启蒙；教导，开导；照耀
1188,enlist,支持；从军；应募；赞助
1189,enormous,庞大的，巨大的；凶暴的，极恶的
1190,enrich,使充实；使肥沃；使富足；(Enrich)人名；(西)恩里奇
1191,enrol,登记；卷起；入学；使入会
1192,ensure,保证，确保；使安全
1193,entail,使需要，必需；承担；遗传给；蕴含；引起；需要；继承
1194,enterprise,企业；事业；进取心；事业心
1195,entertain,娱乐；招待；怀抱；容纳
1196,enthusiasm,热心，热忱，热情
1197,entirety,全部；完全
1198,entitle,称做…；定名为…；给…称号；使…有权利
1199,entrance,入口；进入；使出神，使入迷
1200,entrant,进入者；新会员；参加竞赛者；新工作者
1201,entrepot,贸易中心；（法）仓库
1202,entrepreneur,企业家；承包人；主办者
1203,envelop,包围；包封；遮盖；信封；包裹
1204,envious,羡慕的；嫉妒的
1205,environmental,环境的，周围的；有关环境的
1206,envisage,正视，面对；想像
1207,envision,想象；预想
1208,envoy,使者；全权公使
1209,enzyme,[生化] 酶
1210,epic,史诗的，叙事诗的；史诗；叙事诗；史诗般的作品
1211,epidemic,流行的；传染性的；传染病；流行病；风尚等的流行
1212,episode,插曲；一段情节；插话；有趣的事件
1213,epoch,[地质] 世；新纪元；新时代；时间上的一点
1214,equally,同样地；相等地，平等地；公平地
1215,equip,装备，配备
1216,equipped,装备；预备（equip的过去分词）；整装
1217,equity,公平，公正；衡平法；普通股；抵押资产的净值
1218,equivalent,等价的，相等的；同意义的；等价物，相等物
1219,era,时代；年代；纪元
1220,eradicate,根除，根绝；消灭
1221,eradication,消灭，扑灭；根除
1222,erase,抹去；擦除
1223,erect,使竖立；建造；安装；竖立的；笔直的；因性刺激而勃起的
1224,erode,腐蚀，侵蚀
1225,err,犯错；做错；犯罪；走上歧途
1226,erroneous,错误的；不正确的
1227,erupt,爆发；喷出；发疹；长牙
1228,escalator,（美）自动扶梯；电动扶梯
1229,escapee,逃避者；逃亡者
1230,escort,陪同；护航舰；护卫队；护送者；护送；陪同；为…护航
1231,especial,特殊的，特别的；(Especial)人名；(葡)埃斯佩西亚尔
1232,Esperanto,世界语
1233,essay,散文；试图；随笔；尝试；对…做试验
1234,essayist,随笔作家，散文家；评论家
1235,essential,基本的；必要的；本质的；精华的；本质；要素；要点；必需品
1236,establish,建立；创办；安置
1237,estate,房地产；财产；身份
1238,esteem,尊敬；认为；考虑；估价；尊重；尊敬
1239,estimate,估计，估价；估计，估价；判断，看法
1240,estuary,河口；江口
1241,etc,等等，及其他
1242,eternal,永恒的；不朽的
1243,ether,乙醚；[有化] 以太；苍天；天空醚
1244,ethnic,种族的；人种的
1245,eve,夏娃； 前夕；傍晚；重大事件关头
1246,even,[数] 偶数的；平坦的；相等的；甚至；即使；还；实际上；使平坦；使相等；(Even)人名；(法)埃旺；(德)埃文；(英)埃文
1247,event,事件，大事；项目；结果
1248,eventful,多事的；重要的；多变故的；重大的
1249,eventual,最后的，结果的；可能的；终于的
1250,evergreen,常绿树；常绿植物；[植] 常绿的；永葆青春的
1251,everlasting,永恒的；接连不断的
1252,evidence,证据，证明；迹象；明显；证明
1253,evident,明显的；明白的
1254,evil,邪恶的；不幸的；有害的；讨厌的；罪恶，邪恶；不幸
1255,evolve,发展，进化；进化；使逐步形成；推断出
1256,exaggerate,使扩大；使增大
1257,examine,检查；调查； 检测；考试
1258,exceed,超过；胜过
1259,exceedingly,非常；极其；极度地；极端
1260,excel,超过；擅长
1261,excellent,卓越的；极好的；杰出的
1262,exception,例外；异议
1263,excess,超过，超额；过度，过量；无节制；额外的，过量的；附加的
1264,excessively,过分地；极度
1265,exchange,交换；交流；交易所；兑换；交换；交易；兑换
1266,excited,兴奋的；激动的；活跃的；激动；唤起（excite的过去分词）
1267,excitement,兴奋；刺激；令人兴奋的事物
1268,exclude,排除；排斥；拒绝接纳；逐出
1269,exclusion,排除；排斥；驱逐；被排除在外的事物
1270,exclusively,唯一地；专有地；排外地
1271,excursion,偏移；远足；短程旅行；离题；游览，游览团
1272,execute,实行；执行；处死
1273,executive,行政的；经营的；执行的，经营管理的；总经理；执行委员会；执行者；经理主管人员
1274,exert,运用，发挥；施以影响
1275,exhale,呼气；发出；发散；使蒸发
1276,exhaust,排出；耗尽；使精疲力尽；彻底探讨；排气；废气；排气装置
1277,exhibit,展览；显示；提出（证据等）；展览品；证据；展示会
1278,exile,流放，充军；放逐，被放逐者；流犯；放逐，流放；使背井离乡
1279,existent,生存者；存在的事物；存在的；生存的
1280,expand,扩张；使膨胀；详述
1281,expansion,膨胀；阐述；扩张物
1282,expel,驱逐；开除
1283,expenditure,支出，花费；经费，消费额
1284,experience,经验；经历；体验
1285,experienced,老练的，熟练的；富有经验的
1286,expertise,专门知识；专门技术；专家的意见
1287,expire,期满；终止；死亡；呼气
1288,explanatory,解释的；说明的
1289,explore,探索；探测；探险
1290,explosion,爆炸；爆发；激增
1291,export,输出，出口；出口商品；输出物资
1292,exposition,博览会；阐述；展览会
1293,exposure,暴露；曝光；揭露；陈列
1294,express,表达；快递；明确的；迅速的；专门的；快车，快递，专使；捷运公司
1295,expressway,（美）高速公路
1296,exquisite,精致的；细腻的；优美的，高雅的；异常的；剧烈的；服饰过于讲究的男子
1297,extend,延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价
1298,extension,延长；延期；扩大；伸展；电话分机
1299,extensive,广泛的；大量的；广阔的
1300,extensively,广阔地；广大地
1301,exterior,外部的；表面的；外在的；外部；表面；外型；外貌
1302,external,外部的；表面的；[药] 外用的；外国的；外面的；外部；外观；外面
1303,extinct,灭绝的，绝种的；熄灭的；使熄灭
1304,extinguish,熄灭；压制；偿清
1305,extract,提取；取出；摘录；榨取；汁；摘录；榨出物；选粹
1306,extracurricular,课外的；业余的；婚外的
1307,extraordinary,非凡的；特别的；离奇的；临时的；特派的
1308,extravagant,奢侈的；浪费的；过度的；放纵的
1309,extreme,极端的；极度的；偏激的；尽头的；极端；末端；最大程度；极端的事物
1310,extremely,非常，极其；极端地
1311,eyeball,眼球；眼珠子；盯住看；仔细对…打量
1312,eyeglass,眼镜；镜片
1313,eyelash,睫毛
1314,eyelid,[解剖] 眼睑；眼皮
1315,eyesore,眼中钉；难看的东西
1316,fable,寓言；无稽之谈；编寓言；虚构；煞有介事地讲述；虚构
1317,fabric,织物；布；组织；构造；建筑物
1318,facilitate,促进；帮助；使容易
1319,facsimile,传真；复写；复制的；传真；临摹
1320,factor,因素；要素；[物] 因数；代理人；做代理商
1321,factual,事实的；真实的
1322,faculty,科，系；能力；全体教员
1323,fade,褪色；凋谢；逐渐消失；平淡的；乏味的；[电影][电视] 淡出；[电影][电视] 淡入
1324,Fahrenheit,华氏温度计的；华氏的；华氏温度计；华氏温标
1325,fail,失败，不及格；破产；缺乏；衰退；不及格
1326,failure,失败；故障；失败者；破产
1327,faint,模糊的；头晕的；虚弱的；[医] 衰弱的；昏倒；变得微弱；变得没气力；[中医] 昏厥，昏倒
1328,fairy,仙女，小精灵；漂亮姑娘；虚构的；仙女的
1329,fairyland,仙境；乐园；奇境
1330,faithful,忠实的，忠诚的；如实的；准确可靠的；(Faithful)人名；(英)费思富尔
1331,faitour,骗子；冒名顶替者
1332,fake,假货；骗子；假动作；捏造；假装…的样子；伪造的
1333,falter,支吾；蹒跚地走；踌躇；支吾；颤抖
1334,fame,名声，名望；传闻，传说；使闻名，使有名望
1335,familiarize,使熟悉
1336,famine,饥荒；饥饿，奇缺
1337,fanatic,狂热入迷者；盲信者；盲信；狂热的；盲信的
1338,farewell,告别，辞别；再见；再会；别了！（常含有永别或不容易再见面的意思）；再会！；告别的
1339,farming,农业，耕作；耕种；出租（farm的ing形式）
1340,fascinate,使着迷，使神魂颠倒
1341,fascism,法西斯主义；极端国家主义
1342,fascist,法西斯主义者；法西斯党员；法西斯主义的，法西斯党的
1343,fashion,时尚；时装；样式；时髦人物；使用；改变；做成…的形状
