序号,核心词汇,简要解释
823,renunciation,放弃；脱离关系；拒绝承认；抛弃；弃权
824,propitious,适合的；吉利的；顺利的
825,divisor,除数；因子
826,vile,卑鄙的；邪恶的；低廉的；肮脏的；(Vile)人名；(英)瓦伊尔；(芬)维莱
827,eradicate,根除，根绝；消灭
828,everlasting,永恒的；接连不断的
829,venerate,崇敬，尊敬
830,duration,持续，持续的时间，期间
831,benediction,祝福；赐福；恩赐；祈求上帝赐福的仪式
832,unconscious,无意识的；失去知觉的；不省人事的；未发觉的
833,fossil,化石；僵化的事物；顽固不化的人；化石的；陈腐的，守旧的
834,digestion,消化；领悟
835,accursed,被诅咒的；讨厌的；可憎的
836,constitute,组成，构成；建立；任命
837,volitive,意志的；表示意志的；发自意志的
838,introspect,反省；内省
839,compound,[化学] 化合物；混合物；复合词；复合的；混合的；合成；混合；恶化，加重；和解，妥协
840,decorous,有礼貌的，高雅的；端正的
841,redeem,赎回；挽回；兑换；履行；补偿；恢复
842,metabolic,变化的；新陈代谢的
843,lucid,明晰的；透明的；易懂的；头脑清楚的
844,quail,畏缩，胆怯；感到恐惧；鹌鹑
845,neutralize,抵销；使…中和；使…无效；使…中立
846,torque,转矩，[力] 扭矩；项圈，金属领圈；(向轴、螺栓、圆轮等)施以扭动力；(使)沿轴转动；使(绕轴等)扭转；施加转矩
847,optimal,最佳的；最理想的
848,wistful,渴望的；沉思的，默想的；引起怀念的；不满足似的
849,playwright,剧作家
850,calumniate,诽谤；中伤；诬蔑
851,bustle,喧闹；忙乱；充满；喧闹；活跃；裙撑；热闹的活动
852,conscientious,认真的；尽责的；本着良心的；小心谨慎的
853,cerebration,思考；精神活动；脑髓作用
854,imperative,必要的，不可避免的；紧急的；命令的，专横的；势在必行的；[语]祈使的；必要的事；命令；需要；规则；[语]祈使语气
855,inspiration,灵感；鼓舞；吸气；妙计
856,befog,使困惑，使模糊；罩入雾中
857,equiangular,等角的
858,acidify,[化学] 酸化；变酸
859,avalanche,雪崩
860,homogeneous,均匀的；[数] 齐次的；同种的；同类的，同质的
861,pugnacious,好斗的，好战的
862,callosity,无情；老茧皮；硬结
863,ultramontane,山那边的人；教皇绝对权力主义者；山那边的
864,calumny,诽谤；中伤；诬蔑
865,seedy,多种子的；结籽的；破烂的；没精打采的；下流的
866,qualm,疑虑；不安
867,taciturn,沉默寡言的；无言的，不太说话的
868,punctual,准时的，守时的；精确的
869,displacement,取代，位移；[船] 排水量
870,periscope,潜望镜
871,assess,评定；估价；对…征税
872,pauper,乞丐；穷人；靠救济度日者；贫民的
873,colloquy,以对话体写的文章；谈话，会话
874,bestrew,布满；散布
875,intrinsic,本质的，固有的
876,comely,清秀的，标致的
877,homologous,相应的；[生物] 同源的；类似的；一致的
878,ingenuous,天真的；坦白的；正直的；朴实的
879,nebula,星云；角膜云翳
880,prosecute,检举；贯彻；从事；依法进行
881,ebullient,热情洋溢的；沸腾的
882,absence,没有；缺乏；缺席；不注意
883,coercion,强制；强迫；高压政治；威压
884,circumvent,包围；智取；绕行，规避
885,amatory,恋爱的，情人的
886,swindle,欺诈；骗局；诈骗；骗取
887,preemption,优先购买；强制收购；抢先占有；取代
888,athirst,渴望的
889,ensemble,全体；总效果；全套服装；全套家具；合奏组；同时
890,artifact,人工制品；手工艺品
891,succumb,屈服；死；被压垮
892,mixture,混合；混合物；混合剂
893,assert,维护，坚持；断言；主张；声称
894,viceroy,总督；（北美）一种黑色蝴蝶
895,variable,变量的；可变的；易变的，多变的；变异的，[生物] 畸变的；[数] 变量；可变物，可变因素
896,feat,功绩，壮举；技艺表演；合适的；灵巧的
897,decrease,减少，减小；减少量；减少，减小
898,figurine,小雕像，小塑像
899,prohibition,禁止；禁令；禁酒；诉讼中止令
900,caucus,干部会议；核心会议；党团会议；召开干部会议；开核心会议
901,hormone,[生理] 激素，荷尔蒙
902,sentient,有感情的；有感觉力的；意识到的；有知觉的人
903,blockbuster,轰动；巨型炸弹；一鸣惊人者
904,questionable,可疑的；有问题的
905,punctilious,一丝不苟的；精密细心的；拘泥形式的
906,album,相簿；唱片集；集邮簿；签名纪念册
907,valediction,告别演说；告别词
908,encounter,遭遇，邂逅；遇到；遭遇，偶然碰见
909,ruminate,反刍；沉思；反复思考
910,stunt,噱头，手腕；绝技；阻碍…的正常生长或发展
911,abrupt,生硬的；突然的；唐突的；陡峭的
912,drought,干旱；缺乏
913,affected,受到影响的；做作的；假装的；影响；假装；使…感动（affect的过去式和过去分词）
914,commit,犯罪，做错事；把交托给；指派…作战；使…承担义务
915,cherish,珍爱
916,glamorous,迷人的，富有魅力的
917,pluralism,多元主义；多元论；兼任
918,instance,实例；情况；建议；举为例
919,barometer,[气象] 气压计；晴雨表；显示变化的事物
920,austere,严峻的；简朴的；苦行的；无装饰的
921,disingenuous,虚伪的；不诚实的；不老实的；狡猾的
922,miscount,数错；算错；数错；误算
923,charming,迷人的；可爱的；使陶醉（charm的现在分词）
924,deference,顺从；尊重
925,preempt,先占；先取；以先买权获得
926,practitioner,开业者，从业者，执业医生
927,pageant,盛会；游行；虚饰；露天表演
928,pigment,[物][生化] 色素；颜料；给…着色
929,lacerate,伤害，使…痛心；割裂；撕碎；受折磨的；撕碎的
930,efficacious,有效的；灵验的
931,conjugation,结合，配合；动词的词形变化
932,ambulance,[车辆][医] 救护车；战时流动医院
933,humble,谦逊的；简陋的；（级别或地位）低下的；不大的；使谦恭；轻松打败（尤指强大的对手）；低声下气
934,minority,少数民族；少数派；未成年；少数的；属于少数派的
935,fortitude,刚毅；不屈不挠；勇气
936,antibody,[免疫] 抗体
937,narrate,叙述；给…作旁白
938,sophism,诡辩
939,sum,金额；总数；概括
940,unyielding,不屈的；坚强的；[材] 不易弯曲的
941,paragon,模范；完美之物；优秀之人；完美的
942,aliment,滋养品；食物；向…提供营养物
943,illiterate,文盲的；不识字的；没受教育的；文盲
944,panorama,全景，全貌；全景画；概论
945,vivify,使生动；使活跃；给与生气
946,abundant,丰富的；充裕的；盛产
947,acrimony,辛辣；尖刻；严厉
948,rust,锈；生锈；[植保] 锈病；使生锈；腐蚀
949,fission,裂变；分裂；分体；分裂生殖法
950,volition,意志，意志力；决断力
951,recapitulate,概括；重述要点；摘要
952,ominous,预兆的；不吉利的
953,pedigree,血统；家谱；纯种的
954,ethnic,种族的；人种的
955,negate,否定；取消；使无效；对立面；反面
956,granular,颗粒的；粒状的
957,malodorous,有恶臭的；令人极为反感的；不合法的
958,nascent,初期的；开始存在的，发生中的
959,negotiate,谈判，商议；转让；越过
960,capricious,反复无常的；任性的
961,impartial,公平的，公正的；不偏不倚的
962,organic,[有化] 有机的；组织的；器官的；根本的
963,distort,扭曲；使失真；曲解
964,temporal,暂时的；当时的；现世的；世间万物；暂存的事物
965,scribble,潦草写成的东西；潦草的写法；杂文；乱写；滥写；潦草地书写
966,calculus,[病理] 结石；微积分学
967,electrolysis,[化学] 电解，[化学] 电解作用；以电针除痣
968,circuit,[电子] 电路，回路；巡回；一圈；环道；环行
969,dissuade,劝阻，劝止
970,relish,滋味；风味；食欲；开胃小菜；含义；调味品；盼望;期待;享受; 品味；喜爱；给…加佐料
971,brief,简短的，简洁的；短暂的，草率的；摘要，简报；概要，诉书；简报，摘要；作…的提要
972,impetuous,冲动的；鲁莽的；猛烈的
973,odorous,香的；有气味的；难闻的
974,malice,恶意；怨恨；预谋
975,astringent,涩的；收敛性的；止血的；严厉的；[药] 收敛剂；止血药
976,brine,卤水；盐水；海水；用浓盐水处理（或浸泡）
977,venerable,庄严的，值得尊敬的；珍贵的
978,prototype,原型；标准，模范
979,corrupt,腐败的，贪污的；堕落的；使腐烂；使堕落，使恶化
980,agility,敏捷；灵活；机敏
981,coercive,强制的；胁迫的；高压的
982,carnage,大屠杀；残杀；大量绝灭
983,simultaneously,同时地
984,urea,[肥料] 尿素
985,serenity,平静，宁静；晴朗，风和日丽
986,toxic,有毒的；中毒的
987,yearling,一岁家畜；满一岁的动物；一岁的
988,guile,狡猾；诡计；欺诈
989,affiliation,友好关系；加入；联盟；从属关系
990,compression,压缩，浓缩；压榨，压迫
991,cameo,（影视剧中的）配角；刻有浮雕的宝石或贝壳；小品文
992,sacrosanct,神圣不可侵犯的；极神圣的
993,nugatory,无价值的；琐碎的；无效的；无法律效力的
994,brigadier,准将；陆军准将
995,gregarious,社交的；群居的
996,unqualified,不合格的；无资格的；不胜任的；不受限制的；无条件的；绝对的
997,risible,可笑的；爱笑的；引人笑的
998,criticize,批评；评论；非难
999,bauble,小玩意；美观而无价值的饰物
1000,assiduous,刻苦的，勤勉的
1001,irksome,令人厌烦的，讨厌的；令人厌恶的
1002,alienable,可让与的，可转让的
1003,benevolence,仁慈；善行
1004,tripod,[摄] 三脚架；三脚桌
1005,cavil,吹毛求疵；挑剔；吹毛求疵；苛责；无端的指责
1006,acumen,聪明，敏锐
1007,episode,插曲；一段情节；插话；有趣的事件
1008,negligent,疏忽的；粗心大意的
1009,monarchy,君主政体；君主国；君主政治
1010,hydrolysis,水解作用
1011,sphere,范围；球体；包围；放入球内；使…成球形；球体的
1012,wane,衰落；变小；亏缺；退潮；消逝；衰退；月亏；衰退期；缺损
1013,probe,探针；调查；调查；探测
1014,figurative,比喻的；修饰丰富的；形容多的
1015,odoriferous,臭的，散发气味的；芬芳的
1016,usurp,篡夺；夺取；侵占
1017,inconsequential,不重要的；不合理的；不合逻辑的
1018,chronology,年表；年代学
1019,impalpable,感触不到的；难理解的；无形的
1020,overweight,超重的；过重的；使负担过重；超重
1021,length,长度，长；时间的长短；（语）音长
1022,usury,高利；高利贷；利益
1023,pejorative,轻蔑的；[临床] 恶化的，变坏的；轻蔑语
1024,prolific,多产的；丰富的
1025,obsequious,谄媚的；奉承的；顺从的
1026,concede,承认；退让；给予，容许
1027,edge,边缘；优势；刀刃；锋利；使锐利；将…开刃；给…加上边
1028,profuse,丰富的；很多的；慷慨的；浪费的
1029,toxin,毒素；毒质
1030,nuisance,讨厌的人；损害；麻烦事；讨厌的东西
1031,denominator,[数] 分母；命名者；共同特征或共同性质；平均水平或标准
1032,abjure,发誓放弃；公开放弃；避免
1033,sanguineous,血的；血红色的；多血质的；乐观的
1034,access,使用；存取；接近；进入；使用权；通路
1035,zeitgeist,时代思潮，时代精神
1036,gratuitous,无理由的，无端的；免费的
1037,stun,使震惊；打昏；给以深刻的印象；昏迷；打昏；惊倒；令人惊叹的事物
1038,abrasion,磨损；磨耗；擦伤
1039,spontaneous,自发的；自然的；无意识的
1040,malign,诽谤，污蔑；中伤，说坏话；恶意的，恶性的；有害的
1041,foliate,把…打成箔；加叶饰；有叶的；叶状的；成薄片的
1042,ruin,废墟；毁坏；灭亡；毁灭；使破产
1043,perimeter,周长；周界；[眼科] 视野计
1044,watt,瓦特
1045,esoteric,秘传的；限于圈内人的；难懂的
1046,ponder,仔细考虑；衡量；(Ponder)人名；(英)庞德
1047,subsist,存在；维持生活
1048,surmount,克服，越过；战胜
1049,immaculate,完美的；洁净的；无瑕疵的
1050,bole,[林] 树干；红玄武土
1051,stipend,奖学金；固定薪金；定期津贴；养老金
1052,servile,奴隶的；奴性的；卑屈的；卑屈的
1053,compromise,妥协；危害；妥协，和解；折衷
1054,incongruous,不协调的；不一致的；不和谐的
1055,transformer,[电] 变压器；促使变化的人
1056,transcription,抄写；抄本；誊写
1057,ensconce,安置；安顿下来；使…隐藏
1058,complicate,使复杂化；使恶化；使卷入
1059,rationalization,合理化
1060,accuse,控告，指控；谴责；归咎于
1061,chronometer,[天] 精密记时表；高度精确的钟表；航海经线仪
1062,implication,含义；暗示；牵连，卷入；可能的结果，影响
1063,imperious,专横的；迫切的；傲慢的
1064,prescient,预知的；有先见之明的
1065,innate,先天的；固有的；与生俱来的
1066,dissent,不同意；不信奉国教；异议；（大写）不信奉国教
1067,discourteous,失礼的，无礼貌的；粗鲁的
1068,sleight,手法，技巧；熟练，灵巧；诡计
1069,ostensible,表面的；假装的
1070,controversial,有争议的；有争论的
1071,indebted,负债的；感激的；受惠的；使负债；使受恩惠（indebt的过去分词）
1072,obtrude,逼使；强迫；冲出
1073,ambassador,大使；代表；使节
1074,wiry,金属线制的；金属丝般的；坚硬的；瘦长结实的；（噪音）尖细的
1075,wave,波动；起伏；挥手示意；摇动；呈波形；波动；波浪；高潮；挥手示意；卷曲
1076,summon,召唤；召集；鼓起；振作
1077,penurious,吝啬的；缺乏的；贫困的
1078,knead,揉合，揉捏；按摩；捏制
1079,justifiable,可辩解的，有道理的；可证明为正当的
1080,concordant,和谐的；协调的；一致的；和声的
1081,dismantle,拆除；取消；解散；除掉…的覆盖物
1082,orchestra,管弦乐队；乐队演奏处
1083,alcove,凹室；壁龛
1084,outweigh,比…重（在重量上）；比…重要；比…有价值
1085,bond,债券；结合；约定；粘合剂；纽带；结合，团结在一起
1086,votive,奉献的（副词votively）；献纳的；诚心祈求的
1087,sanguine,乐观的；满怀希望的；面色红润的；血染；以血沾污；血红色
1088,verisimilitude,逼真，貌似真实；逼真的事物
1089,wary,谨慎的；机警的；惟恐的；考虑周到的
1090,vector,矢量；带菌者；航线；用无线电导航
1091,triple,三倍的；三方的；三倍数；三个一组；增至三倍
1092,mean,平均的；卑鄙的；低劣的；吝啬的；意味；想要；意欲；平均值
1093,percolate,过滤；渗出；浸透；滤过液；渗出液
1094,perturb,扰乱；使…混乱；使…心绪不宁
1095,longevity,长寿，长命；寿命
1096,coalition,联合；结合，合并
1097,ephemeral,短暂的；朝生暮死的；只生存一天的事物
1098,immoral,不道德的；邪恶的；淫荡的
1099,impassioned,充满激情的；感激的；使充满激情（impassion的过去式和过去分词）
1100,consecrate,奉献；使神圣；供神用；献身于；神圣的；被献给神的
1101,avow,承认；公开宣称；坦率承认
1102,familiarity,熟悉，精通；亲密；随便
1103,matter,物质；事件；有关系；要紧
1104,lunatic,疯狂的；精神错乱的；愚蠢的；疯子；疯人
1105,gesture,姿态；手势；作手势；用动作示意
1106,precipitate,[化学] 沉淀物；使沉淀；促成；猛抛；使陷入；突如其来的；猛地落下的；急促的
1107,jerky,抽筋的；急动的；不平稳的；牛肉干
1108,prodigy,奇迹，奇事；奇才；奇观；预兆
1109,casualty,意外事故；伤亡人员；急诊室
1110,domestic,国内的；家庭的；驯养的；一心只管家务的；国货；佣人
1111,assent,同意；赞成
1112,beleaguer,围攻；围
1113,assassin,刺客，暗杀者
1114,vista,远景，狭长的街景；展望；回顾
1115,accouter,装备；供以军用品，供以服装
1116,premier,第一的；最初的；总理，首相
1117,humbug,骗子；欺骗；谎话；欺骗；哄骗
1118,seethe,沸腾；冒泡；激动；沸腾；感情等的迸发
1119,substantive,有实质的；大量的；真实的；独立存在的；名词性实词；独立存在的实体
1120,boon,恩惠；福利；利益；愉快的；慷慨的
1121,rejuvenate,使年轻；使更新；使恢复精神；使复原
1122,indolence,懒散，懒惰；无痛
1123,literal,文字的；逐字的；无夸张的
1124,dormant,休眠的；静止的；睡眠状态的；隐匿的；(Dormant)人名；(法)多尔芒
1125,anthropologist,人类学家；人类学者
1126,alliance,联盟，联合；联姻
1127,malleable,可锻的；可塑的；有延展性的；易适应的
1128,falsify,伪造；篡改；歪曲；证明虚假
1129,visibility,能见度，可见性；能见距离；明显性
1130,inordinate,过度的；无节制的；紊乱的
1131,truncated,缩短了的；被删节的；切去顶端的；缩短（truncate的过去分词）；截去…的顶端
1132,canary,[鸟] 金丝雀；淡黄色
1133,cosmopolitan,世界性的；世界主义的，四海一家的；四海为家者；世界主义者；世界各地都有的东西
1134,wavelet,微波，小浪
1135,ironic,讽刺的；反话的
1136,verdict,结论；裁定
1137,amour,恋情；偷情，奸情
1138,weightlessness,失重；无重状态
1139,systematic,系统的；体系的；有系统的；[图情] 分类的；一贯的，惯常的
1140,habituate,使习惯于，使熟悉于
1141,substantial,大量的；实质的；内容充实的；本质；重要材料
1142,harmonious,和谐的，和睦的；协调的；悦耳的
1143,intelligence,智力；情报工作；情报机关；理解力；才智，智慧；天分
1144,hedonism,快乐主义；快乐论
1145,unbecoming,不适当的，不相称的；不合身的，不得体的
1146,garble,断章取义；歪曲；混淆；断章取义；混淆；篡改
1147,foolhardy,有勇无谋的；蛮干的
1148,elasticity,弹性；弹力；灵活性
1149,ritual,仪式；惯例；礼制；仪式的；例行的；礼节性的
1150,nickname,绰号；昵称；给……取绰号；叫错名字
1151,patter,行话；轻快脚步声；急速拍打声；滴答地响；急速地说；发出急速轻拍声
1152,pendulum,钟摆；摇锤；摇摆不定的事态
1153,prudish,装正经的；过分规矩的
1154,introductory,引导的，介绍的；开端的
1155,divulge,泄露；暴露
1156,enthusiastic,热情的；热心的；狂热的
1157,vigilant,警惕的；警醒的；注意的；警戒的
1158,foil,衬托；阻止，挡开；挫败；贴箔于；箔，金属薄片；衬托，烘托；叶形片；面向文件的翻译语言（file-Oriented interpretive language）
1159,spinous,刺状的；多刺的；尖尖的；难弄的
1160,lassitude,疲乏；懒散；厌倦
1161,lexicographer,词典编纂者
1162,fervid,热的；热心的
1163,myriad,无数的；种种的；无数，极大数量；无数的人或物
1164,infirmary,医务室；医院；养老院
1165,empathetic,移情作用的；同感的（等于empathic）
1166,innovate,创新；改革；革新
1167,grievous,痛苦的；剧烈的
1168,dishevel,使蓬乱；使头发凌乱；弄乱
1169,neologism,新词；新义；新词的使用
1170,grimy,肮脏的，污秽的
1171,aghast,吓呆的，惊骇的；吃惊的
1172,persuasive,有说服力的；劝诱的，劝说的
1173,side,方面；侧面；旁边；支持；赞助；偏袒；旁的，侧的
1174,tumult,骚动；骚乱；吵闹；激动
1175,nocturnal,夜的；夜曲的；夜间发生的
1176,merriment,欢喜；嬉戏
1177,parse,解析；从语法上分析；从语法上分析；分列
1178,stir,搅拌；轰动；搅拌；激起；惹起
1179,entrench,确立，牢固；用壕沟围住；挖掘
1180,wizen,枯萎；凋谢；干瘪；使凋谢；使枯萎；使干瘪；凋谢的；枯萎的
1181,gratify,使满足；使满意，使高兴
1182,burning,燃烧的；强烈的；发热的；燃烧；燃烧（burn的现在分词）
1183,conspicuous,显著的；显而易见的
1184,subjugate,征服；使服从；克制
1185,rupture,破裂；决裂；疝气；破裂；发疝气
1186,joggle,啮合；摇动，摇曳；轻摇；啮合；轻摇，摇动；榫接
1187,sequence,[数][计] 序列；顺序；续发事件；按顺序排好
1188,remonstrance,抗议；规劝；谏书
1189,informal,非正式的；不拘礼节的；随便的；通俗的；日常使用的
1190,interact,互相影响；互相作用；幕间剧；幕间休息
1191,antedate,先于；前于；比实际提前的日期
1192,enchant,使迷惑；施魔法
1193,precise,精确的；明确的；严格的
1194,arcade,拱廊；（内设投角子电子游戏机等的）游乐场；有拱廊的街道；使有拱廊
1195,melancholy,忧郁的；使人悲伤的；忧郁；悲哀；愁思
1196,rowdy,吵闹的；粗暴的；粗暴的人；好吵闹的人
1197,discreet,谨慎的；小心的
1198,glycogen,糖原；动物淀粉
1199,hardihood,刚毅，大胆；厚颜；胆大无敌
1200,refute,反驳，驳斥；驳倒
1201,component,组成的，构成的；成分；组件；[电子] 元件
1202,astound,使惊骇；使震惊
1203,overthrow,推翻；倾覆；瓦解；推翻；打倒；倾覆
1204,perspective,观点；远景；透视图；透视的
1205,ocular,眼睛的；视觉的；目击的；[光] 目镜
1206,quadrilateral,四边形；四边形的
1207,enervate,使衰弱，使失去活力；衰弱的，无力的
1208,assonance,类似的音，谐音；类韵
1209,eminence,显赫；卓越；高处
1210,rebut,反驳；揭露；拒绝；驳回；提出反证
1211,spectrum,光谱；频谱；范围；余象
1212,pedagogue,教师，教员；卖弄学问者
1213,impend,迫近；即将发生
1214,utter,发出，表达；发射；完全的；彻底的；无条件的；(Utter)人名；(德、芬)乌特
1215,unsavory,难吃的；没有香味的；令人讨厌的
1216,maple,枫树；淡棕色
1217,discern,识别；领悟，认识
1218,alderman,市议员；总督；市府参事；高级市政官
1219,devalue,使贬值；降低…的价值
1220,impunity,不受惩罚；无患；[法] 免罚
1221,paradoxical,矛盾的；诡论的；似非而是的
1222,overflow,溢出；泛滥；充溢；充满，洋溢；泛滥；超值；溢值
1223,crude,粗糙的；天然的，未加工的；粗鲁的；原油；天然的物质
1224,orator,演说者；演讲者；雄辩家；原告
1225,compulsory,义务的；必修的；被强制的；（花样滑冰、竞技体操等的）规定动作
1226,chronicle,编年史，年代记；记录；记录；把…载入编年史
1227,disparate,不同的；不相干的；全异的；无法相比的东西
1228,degradation,退化；降格，降级；堕落
1229,scrutinize,细阅；作详细检查；仔细或彻底检查
1230,promotion,提升，[劳经] 晋升；推销，促销；促进；发扬，振兴
1231,legitimate,合法的；正当的；合理的；正统的；使合法；认为正当（等于legitimize）
1232,enact,颁布；制定法律；扮演；发生
1233,benevolent,仁慈的；慈善的；亲切的
1234,landscape,风景；风景画；景色；山水画；乡村风景画；地形；（文件的）横向打印格式；对…做景观美化，给…做园林美化；从事庭园设计
1235,analysis,分析；分解；验定
1236,annuity,年金，养老金；年金保险；年金享受权
1237,incubus,梦魇；沉重的负担
1238,jurisprudence,法律体系；法学及其分支；法律知识；法院审判规程
1239,timidity,胆怯，胆小；羞怯
1240,asylum,庇护；收容所，救济院
1241,oratory,雄辩；演讲术
1242,ozone,[化学] 臭氧；新鲜的空气
1243,custodian,管理人；监护人；保管人
1244,avidity,热望，贪欲；活动性
1245,controversy,争论；论战；辩论
1246,sequacious,盲从的；合于逻辑的；缺乏独创性的
1247,infection,感染；传染；影响；传染病
1248,stubborn,顽固的；顽强的；难处理的
1249,primordial,原始的；根本的；原生的
1250,rankle,化脓；怨恨；发炎
1251,mistrust,不信任；怀疑
1252,palatable,美味的，可口的；愉快的
1253,felicitous,恰当的；善于措辞的；幸福的
1254,equilateral,等边的；等面的；等边形
1255,surety,担保；保证；保证人
1256,theoretical,理论的；理论上的；假设的；推理的
1257,annotate,注释；给…作注释或评注
1258,replete,充满的；装满的；[昆] 贮蜜蚁
1259,chaste,纯洁的；贞洁的；有道德的；朴素的；(Chaste)人名；(法)沙斯特
1260,laudatory,赞美的；赞赏的；称赞的
1261,tenure,任期；占有；授予…终身职位
1262,colloquialism,白话，口语；口语体；方言用语
1263,forgo,放弃；停止；对…断念
1264,resplendent,光辉的；华丽的
1265,eternal,永恒的；不朽的
1266,suffuse,充满；弥漫
1267,bereave,使……失去；使……孤寂
1268,recessive,隐性的；逆行的；后退的；隐性性状
1269,lobby,大厅；休息室；会客室；游说议员的团体；对……进行游说
1270,clockwise,顺时针方向地；顺时针方向的
1271,verify,核实；查证
1272,sequent,连续的；其次的；作为结果而产生的；结果；相继发生的事
1273,assonate,（使）音相谐，（使）成为准押韵
1274,involve,包含；牵涉；使陷于；潜心于
1275,nuclei,核心，核子；原子核（nucleus的复数形式）
1276,highlight,突出；强调；使显著；加亮；最精彩的部分；最重要的事情；加亮区
1277,singe,烧焦；烤焦
1278,sensor,传感器
1279,grandiloquent,夸张的；夸大的；大言不惭的
1280,authenticity,真实性，确实性；可靠性
1281,reagent,[试剂] 试剂；反应物
1282,fortify,加强；增强；（酒）的酒精含量；设防于
1283,desperate,不顾一切的；令人绝望的；极度渴望的
1284,mechanics,力学（用作单数）；结构；技术；机械学（用作单数）
1285,nullify,使无效，作废；取消
1286,ambulate,走动；步行；移动
1287,canto,篇；曲调；长诗的篇章
1288,isolate,使隔离；使孤立；使绝缘；[生物] 隔离种群；隔离的；孤立的
1289,diagnostic,诊断的；特征的；诊断法；诊断结论
1290,expedite,加快；促进；发出；畅通的；迅速的；方便的
1291,potentate,统治者，君主；有权势的人
1292,ban,禁止，取缔；禁令，禁忌
1293,transfer,转让；转移；传递；过户；转让；转学；换车
1294,teem,大量出现；充满；(Teem)人名；(英)蒂姆
1295,abscond,逃匿，潜逃；避债
1296,prodigious,惊人的，异常的，奇妙的；巨大的
1297,predestine,注定
1298,addle,使腐坏；使混乱；腐坏的；糊涂的，昏乱的
1299,siege,围攻；包围；围城；不断袭击；长期努力；围攻；包围
1300,pointer,指针；指示器；教鞭；暗示
1301,vegetable,蔬菜；植物；植物人；蔬菜的；植物的
1302,compensate,补偿，赔偿；抵消
1303,tyro,新手，生手；初学者
1304,gargantuan,庞大的，巨大的
1305,vicissitude,变迁；盛衰；变化无常；变迁兴衰
1306,anemia,贫血；贫血症
1307,obliterate,消灭；涂去；冲刷；忘掉
1308,tropical,热带的；热情的；酷热的
1309,bulbous,球根的；球根状的；由球根生长的（等于bulbaceous）
1310,plea,恳求，请求；辩解，辩护；借口，托辞
1311,vegetative,植物的；植物人状态的，无所作为的；促使植物生长的；有生长力的
1312,gossip,小道传闻；随笔；爱说长道短的人；闲聊；传播流言蜚语
1313,subscribe,订阅；捐款；认购；赞成；签署
1314,anhydrous,无水的
1315,arbitrate,仲裁；公断
1316,butt,屁股；烟头；笑柄；靶垛；粗大的一端；以头抵撞；碰撞
1317,bibulous,吸水的；嗜酒的
1318,hierarchy,层级；等级制度
1319,pea,豌豆
1320,impede,阻碍；妨碍；阻止
1321,exceed,超过；胜过
1322,legible,清晰的；易读的；易辨认的
1323,sedate,安静的；沉着的；给…服镇静剂
1324,exclude,排除；排斥；拒绝接纳；逐出
1325,archbishop,大主教；总教主
1326,scuttle,天窗；煤桶；筐；逃避；急促地跑
1327,bestial,兽性的，卑劣的；残忍的；野蛮的；牛
1328,bucolic,牧歌的；牧羊的；乡下风味的；田园诗；农夫
1329,exhume,发掘；掘出；(Exhume)人名；(法)埃克叙姆
1330,conceivable,可能的；想得到的，可想像的
1331,reasoning,推理；论证；评理；推理的；推论；说服（reason的ing形式）
1332,acquittal,赦免；无罪开释；履行；尽职；（债务等的）清偿
1333,enthusiast,狂热者，热心家
1334,sulfur,用硫磺处理；硫磺；硫磺色
1335,mellifluous,流畅的；如蜜般的
1336,force,力量；武力；军队；魄力；促使，推动；强迫；强加
1337,petrify,石化；惊呆
1338,linguistics,语言学
1339,neology,新词；旧词新义（等于neologism）
1340,onus,责任，义务；负担
1341,misdeed,罪行；犯罪
1342,ecosystem,生态系统
1343,disinfect,将…消毒
1344,glimmer,微光；闪光；少许；闪烁；发微光
1345,vegetation,植被；植物，草木；呆板单调的生活
1346,remainder,[数] 余数，残余；剩余物；其余的人；剩余的；吃剩的；廉价出售；削价出售
1347,affluent,富裕的；丰富的；流畅的；支流；富人
1348,exact,准确的，精密的；精确的；要求；强求；急需
1349,disseminate,宣传，传播；散布
1350,fusion,融合；熔化；熔接；融合物；[物] 核聚变
1351,rearrange,重新排列；重新整理
1352,fastidious,挑剔的；苛求的，难取悦的；（微生物等）需要复杂营养地
1353,subvert,颠覆；推翻；破坏
1354,piteous,可怜的；哀怨的；慈悲的
1355,gloaming,黄昏；夕幕；日落；天变黑（gloam的现在分词）
1356,detach,分离；派遣；使超然
1357,accredit,授权；信任；委派；归因于
1358,addendum,附录，附件；补遗；附加物
1359,miser,守财奴；吝啬鬼；（石油工程上用的）凿井机
1360,ashen,灰色的；苍白的
1361,unruly,不守规矩的；任性的；难驾驭的
1362,profligate,放荡的，不检点的；恣意挥霍的；放荡者；享乐者
1363,notorious,声名狼藉的，臭名昭著的
1364,fertilization,[农] 施肥；[胚] 受精；肥沃
1365,larvae,幼虫；幼体（larva的复数形式）
1366,animosity,憎恶，仇恨，敌意
1367,profiteer,赚大钱；牟取暴利；[贸易] 奸商；牟取暴利的人
1368,coddle,娇养；溺爱（等于mollycoddle）；用文火煮
1369,discredit,不信；使……丢脸；怀疑；无信用；名声的败坏
1370,ambush,埋伏，伏击；伏兵；埋伏，伏击
1371,ribaldry,猥亵的话；粗俗下流的言语
1372,digest,消化；吸收；融会贯通；文摘；摘要
1373,tribute,礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物
1374,braggart,吹嘘；好自夸者；大言者；吹牛的；自夸的
1375,tolerate,忍受；默许；宽恕
